sentence,keywords,parent,level,name,title,stockName,stockCode,degrees,positions,mbas,totalCount
"徐莉萍,女,1966年出生,中国致公党党员,会计学博士,湖南大学教授、会计学博士生导师","[""湖南大学""]","徐莉萍,女,1966年出生,中国致公党党员,会计学博士,湖南大学教授、会计学博士生导师",1,徐莉萍,独立董事,艾华集团,603989,"[""博士""]","[""教授"",""导师""]",[],3
曾任湖南大学工商管理学院财务管理系主任,"[""湖南大学""]",曾任湖南大学工商管理学院财务管理系主任,1,徐莉萍,独立董事,艾华集团,603989,[],"[""主任""]","[""管理学"",""工商管理""]",3
"现任湖南大学企业并购研究中心主任、湖南大学产权会计研究中心主任,湖南艾华集团股份有限公司独立董事,湖南电广传媒股份有限公司独立董事,奥美医疗用品股份有限公司独立董事,湖南南岭民用爆破器材股份有限公司独立董事,大唐华银电力股份有限公司独立董事","[""湖南大学""]","现任湖南大学企业并购研究中心主任、湖南大学产权会计研究中心主任,湖南艾华集团股份有限公司独立董事,湖南电广传媒股份有限公司独立董事,奥美医疗用品股份有限公司独立董事,湖南南岭民用爆破器材股份有限公司独立董事,大唐华银电力股份有限公司独立董事",1,徐莉萍,独立董事,艾华集团,603989,[],"[""主任""]",[],1
"李红,女,1976年生,中国国籍,无境外永久居留权,山东大学本科,中国人民大学工商管理硕士,曾先后任职于赛贝斯软件(中国)有限公司、北京维斯得凯信息技术有限公司,2006年加入公司,任公司副总经理、董事会秘书、财务负责人,深圳外滩科技总经理,耀辉科技有限公司董事,上海瑰视网络科技有限公司监事","[""中国人民大学""]","李红,女,1976年生,中国国籍,无境外永久居留权,山东大学本科,中国人民大学工商管理硕士,曾先后任职于赛贝斯软件(中国)有限公司、北京维斯得凯信息技术有限公司,2006年加入公司,任公司副总经理、董事会秘书、财务负责人,深圳外滩科技总经理,耀辉科技有限公司董事,上海瑰视网络科技有限公司监事",1,李红,"董事会秘书,副总经理,财务负责人",兆易创新,603986,"[""本科"",""硕士""]",[],"[""工商管理""]",3
"毕业于西安交通大学,主修电子工程,曾任职于广东华信英锋电子有限公司、广东风华高新科技股份有限公司利华公司总工程师","[""西安交通大学""]","毕业于西安交通大学,主修电子工程,曾任职于广东华信英锋电子有限公司、广东风华高新科技股份有限公司利华公司总工程师",1,殷宝华,"副董事长,董事",艾华集团,603989,"[""毕业""]",[],[],1
"葛亮,男,1973年7月出生,中国国籍,中国人民大学工商管理硕士","[""中国人民大学""]","葛亮,男,1973年7月出生,中国国籍,中国人民大学工商管理硕士",1,葛亮,监事,兆易创新,603986,"[""硕士""]",[],"[""工商管理""]",2
2011年4月至今担任哈尔滨工业大学化工与化学学院专任教师,"[""哈尔滨工业大学""]",2011年4月至今担任哈尔滨工业大学化工与化学学院专任教师,1,朱崇强,独立董事,宏柏新材,605366,[],"[""教师""]",[],1
南昌大学MBA教育中心兼职教授、江西外语外贸职业学院客座教授、江西省预算绩效管理专家库专家、和君商学院江西专家团成员、江西省国资委聘任国企外部董事,"[""南昌大学""]",南昌大学MBA教育中心兼职教授、江西外语外贸职业学院客座教授、江西省预算绩效管理专家库专家、和君商学院江西专家团成员、江西省国资委聘任国企外部董事,1,王金本,独立董事,国光连锁,605188,[],"[""教授""]","[""MBA""]",2
现任中国人民大学法学院副教授、武汉华中元照教育科技有限公司独立董事、北京扬德环境科技股份有限公司独立董事、北京国能电池科技股份有限公司独立董事、北京秀友科技有限公司董事、北京来胜文化发展有限公司监事、北京九九九技术服务有限公司经理及起帆电缆独立董事,"[""中国人民大学""]",现任中国人民大学法学院副教授、武汉华中元照教育科技有限公司独立董事、北京扬德环境科技股份有限公司独立董事、北京国能电池科技股份有限公司独立董事、北京秀友科技有限公司董事、北京来胜文化发展有限公司监事、北京九九九技术服务有限公司经理及起帆电缆独立董事,1,姚欢庆,独立董事,起帆电缆,605222,[],"[""教授""]",[],1
"曾任中国成达化学工程公司总图设计师,同济大学建筑设计研究院深圳分院总图设计师,深圳大学建筑与城市规划学院设计师、讲师,中国城市建设研究院深圳分院城市规划所所长,新时空有限重庆分公司总经理兼成都分公司总经理","[""同济大学""]","曾任中国成达化学工程公司总图设计师,同济大学建筑设计研究院深圳分院总图设计师,深圳大学建筑与城市规划学院设计师、讲师,中国城市建设研究院深圳分院城市规划所所长,新时空有限重庆分公司总经理兼成都分公司总经理",1,唐正,副总经理,时空科技,605178,[],"[""讲师"",""所长""]",[],2
"1994年9月至1996年7月就读于南昌大学,工业与民用建筑专业","[""南昌大学""]","1994年9月至1996年7月就读于南昌大学,工业与民用建筑专业",1,陈杰,财务负责人,宏柏新材,605366,[],[],[],0
"1991年4月至2001年6月,担任同济大学机械学院汽车系助教、讲师","[""同济大学""]","1991年4月至2001年6月,担任同济大学机械学院汽车系助教、讲师",1,沈勇,独立董事,沪光股份,605333,[],"[""讲师""]",[],1
"2001年7月至今,担任同济大学汽车学院副教授","[""同济大学""]","2001年7月至今,担任同济大学汽车学院副教授",1,沈勇,独立董事,沪光股份,605333,[],"[""教授""]",[],1
现任中国人民大学商学院教授、唐山晶玉科技股份有限公司董事、南京冠石科技股份有限公司董事、阿尔特汽车技术股份有限公司独立董事,"[""中国人民大学""]",现任中国人民大学商学院教授、唐山晶玉科技股份有限公司董事、南京冠石科技股份有限公司董事、阿尔特汽车技术股份有限公司独立董事,1,廖冠民,独立董事,三人行,605168,[],"[""教授""]",[],1
"邓向东,男,1964年出生,中国国籍,无境外永久居留权,北京航空学院学士,北京航空航天大学硕士研究生","[""北京航空航天大学""]","邓向东,男,1964年出生,中国国籍,无境外永久居留权,北京航空学院学士,北京航空航天大学硕士研究生",1,邓向东,董事,澜起科技,688008,"[""本科"",""硕士""]",[],[],2
"毕业于电子科技大学微电子学与固体电子学专业,硕士学历","[""电子科技大学""]","毕业于电子科技大学微电子学与固体电子学专业,硕士学历",1,魏慧娟,职工监事,睿创微纳,688002,"[""硕士""]",[],[],1
"陈文祥先生,1983年6月出生,中国国籍,无境外永久居留权,毕业于电子科技大学材料物理与化学专业,硕士学历,工程师职称","[""电子科技大学""]","陈文祥先生,1983年6月出生,中国国籍,无境外永久居留权,毕业于电子科技大学材料物理与化学专业,硕士学历,工程师职称",1,陈文祥,监事会主席,睿创微纳,688002,"[""硕士""]",[],[],1
"俞波,男,1969年出生,中国国籍,无境外永久居留权,电子科技大学学士","[""电子科技大学""]","俞波,男,1969年出生,中国国籍,无境外永久居留权,电子科技大学学士",1,俞波,独立董事,澜起科技,688008,"[""本科""]",[],[],1
"梁显效,男,1980年出生,中国国籍,无境外永久居留权,电子科技大学学士","[""电子科技大学""]","梁显效,男,1980年出生,中国国籍,无境外永久居留权,电子科技大学学士",1,梁显效,监事,澜起科技,688008,"[""本科""]",[],[],1
"2003年3月于电子科技大学任教,先后担任讲师、副教授、教授","[""电子科技大学""]","2003年3月于电子科技大学任教,先后担任讲师、副教授、教授",1,邵怀宗,独立董事,睿创微纳,688002,[],"[""教授"",""讲师""]",[],2
"孙瑞山先生,1983年12月出生,毕业于电子科技大学材料物理与化工专业,硕士学历","[""电子科技大学""]","孙瑞山先生,1983年12月出生,毕业于电子科技大学材料物理与化工专业,硕士学历",1,孙瑞山,监事,睿创微纳,688002,"[""硕士""]",[],[],1
赵懿清女士获中国人民大学管理学博士学位,"[""中国人民大学""]",赵懿清女士获中国人民大学管理学博士学位,1,赵懿清,独立董事,容百科技,688005,"[""博士""]",[],"[""管理学""]",2
获得西安交通大学博士学位,"[""西安交通大学""]",获得西安交通大学博士学位,1,薄连明,总经理,光峰科技,688007,"[""博士""]",[],[],1
"沈伟国,博士,1961年生,中国国籍,无境外永久居留权,上海交通大学学士、上海财经大学硕士、美国杜兰大学硕士、西安交通大学博士","[""西安交通大学""]","沈伟国,博士,1961年生,中国国籍,无境外永久居留权,上海交通大学学士、上海财经大学硕士、美国杜兰大学硕士、西安交通大学博士",1,沈伟国,董事,中微公司,688012,"[""博士"",""本科"",""硕士""]",[],[],3
"2004年毕业于北京航空航天大学,飞行器动力工程专业,获得工学学士学位","[""北京航空航天大学""]","2004年毕业于北京航空航天大学,飞行器动力工程专业,获得工学学士学位",1,刘超,副总裁,交控科技,688015,"[""本科""]",[],[],1
"1994年6月至2001年8月,任哈尔滨工业大学自动化仪表与控制研究所副研究员","[""哈尔滨工业大学""]","1994年6月至2001年8月,任哈尔滨工业大学自动化仪表与控制研究所副研究员",1,康为民,总经理,新光光电,688011,[],"[""研究员""]",[],1
"2001年9月至2018年1月,任哈尔滨工业大学光学目标仿真与测试技术研究所所长","[""哈尔滨工业大学""]","2001年9月至2018年1月,任哈尔滨工业大学光学目标仿真与测试技术研究所所长",1,康为民,总经理,新光光电,688011,[],"[""所长""]",[],1
"1991年至1995年任美国伊利诺伊斯、普渡大学客座教授和博士后研究员,1998年至2001年任四川大学机械系副教授,1995年至今任清华大学责任教授/机器人学科首席研究员、机械学位委员会副主席、高端装备研究院专业委员会主席和机器人工程所所长、航空先进制造装备及自动化联合研究中心主任、国家CIMS中心副主任,现任苏州绿的谐波传动科技股份有限公司独立董事","[""四川大学""]","1991年至1995年任美国伊利诺伊斯、普渡大学客座教授和博士后研究员,1998年至2001年任四川大学机械系副教授,1995年至今任清华大学责任教授/机器人学科首席研究员、机械学位委员会副主席、高端装备研究院专业委员会主席和机器人工程所所长、航空先进制造装备及自动化联合研究中心主任、国家CIMS中心副主任,现任苏州绿的谐波传动科技股份有限公司独立董事",1,陈恳,独立董事,绿的谐波,688017,"[""博士"",""博士后""]","[""教授"",""研究员"",""主任"",""所长""]",[],6
"李女士于1992年毕业于西北政法大学法学专业并取得法学学士学位,并于中国人民大学取得工商管理硕士学位","[""中国人民大学""]","李女士于1992年毕业于西北政法大学法学专业并取得法学学士学位,并于中国人民大学取得工商管理硕士学位",1,李铁南,监事,中国通号,688009,"[""本科"",""硕士""]",[],"[""工商管理""]",3
"颜世航,男,1987年出生,中国国籍,中国人民大学会计专业,硕士研究生学历,无境外永久居留权","[""中国人民大学""]","颜世航,男,1987年出生,中国国籍,中国人民大学会计专业,硕士研究生学历,无境外永久居留权",1,颜世航,监事,绿的谐波,688017,"[""硕士""]",[],[],1
"1994年3月至1997年4月,任哈尔滨工业大学助理研究员","[""哈尔滨工业大学""]","1994年3月至1997年4月,任哈尔滨工业大学助理研究员",1,齐荣坤,独立董事,新光光电,688011,[],"[""研究员""]",[],1
"王志军先生,1978年生,中国国籍,无境外永久居留权,东南大学学士,同济大学工商管理硕士","[""同济大学""]","王志军先生,1978年生,中国国籍,无境外永久居留权,东南大学学士,同济大学工商管理硕士",1,王志军,职工监事,中微公司,688012,"[""本科"",""硕士""]",[],"[""工商管理""]",3
"王先生于1987年7月毕业于中国人民大学法律系,获得法学硕士学位","[""中国人民大学""]","王先生于1987年7月毕业于中国人民大学法律系,获得法学硕士学位",1,王嘉杰,独立非执行董事,中国通号,688009,"[""硕士""]",[],[],1
"于1983年2月毕业于中国人民大学二分校法律系,获得法学学士学位","[""中国人民大学""]","于1983年2月毕业于中国人民大学二分校法律系,获得法学学士学位",1,王嘉杰,独立非执行董事,中国通号,688009,"[""本科""]",[],[],1
"1998年5月至2003年3月,任哈尔滨工业大学外聘人员","[""哈尔滨工业大学""]","1998年5月至2003年3月,任哈尔滨工业大学外聘人员",1,康立新,董事,新光光电,688011,[],[],[],0
"2003年3月至2013年10月,在哈尔滨工业大学光学目标仿真与测试技术研究所从事研发工作","[""哈尔滨工业大学""]","2003年3月至2013年10月,在哈尔滨工业大学光学目标仿真与测试技术研究所从事研发工作",1,康立新,董事,新光光电,688011,[],[],[],0
"1990年毕业于电子科技大学自动化专业,获得学士学位","[""电子科技大学""]","1990年毕业于电子科技大学自动化专业,获得学士学位",1,李畅,副总经理,交控科技,688015,"[""本科""]",[],[],1
"目前为中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任,国防科技大学军事计算实验与平行系统技术研究中心主任,中国科学院大学中国经济与社会安全研究中心主任,青岛智能产业技术研究院院长","[""国防科技大学""]","目前为中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任,国防科技大学军事计算实验与平行系统技术研究中心主任,中国科学院大学中国经济与社会安全研究中心主任,青岛智能产业技术研究院院长",1,王飞跃,独立董事,交控科技,688015,[],"[""院长"",""主任""]",[],2
"2005年毕业于中国人民大学工商管理硕士专业,获得硕士学位","[""中国人民大学""]","2005年毕业于中国人民大学工商管理硕士专业,获得硕士学位",1,王智宇,副总裁,交控科技,688015,"[""硕士""]",[],"[""工商管理""]",2
"钟敏先生,现任广州方邦电子股份有限公司独立董事,1973年出生,中国国籍,无境外永久居留权,本科学历,毕业于杭州电子科技大学,会计学专业","[""电子科技大学""]","钟敏先生,现任广州方邦电子股份有限公司独立董事,1973年出生,中国国籍,无境外永久居留权,本科学历,毕业于杭州电子科技大学,会计学专业",1,钟敏,独立董事,方邦股份,688020,"[""本科""]",[],[],1
"赵振,1966年出生,男,中国人民大学法律专业硕士研究生学历,中国国籍,无永久境外居留权","[""中国人民大学""]","赵振,1966年出生,男,中国人民大学法律专业硕士研究生学历,中国国籍,无永久境外居留权",1,赵振,独立董事,奥福环保,688021,"[""硕士""]",[],[],1
"硕士毕业于同济大学,结构工程专业","[""同济大学""]","硕士毕业于同济大学,结构工程专业",1,李冬梅,副总经理,方邦股份,688020,"[""硕士""]",[],[],1
"杨逊女士:1978年出生,中国国籍,无境外永久居留权,中国人民大学劳动经济学专业在职研究生学历","[""中国人民大学""]","杨逊女士:1978年出生,中国国籍,无境外永久居留权,中国人民大学劳动经济学专业在职研究生学历",1,杨逊,"董事会秘书,副总经理,财务总监",安集科技,688019,"[""硕士""]",[],[],1
"李华,1977年出生,中国国籍,无境外永久居留权,毕业于中国人民大学,硕士学历,律师","[""中国人民大学""]","李华,1977年出生,中国国籍,无境外永久居留权,毕业于中国人民大学,硕士学历,律师",1,李华,独立董事,安集科技,688019,"[""硕士""]",[],[],1
"张景耀先生:1977年6月出生,中国国籍,无境外永久居留权,毕业于中国人民大学企业管理专业,硕士研究生学历","[""中国人民大学""]","张景耀先生:1977年6月出生,中国国籍,无境外永久居留权,毕业于中国人民大学企业管理专业,硕士研究生学历",1,张景耀,董事,瀚川智能,688022,"[""硕士""]",[],[],1
西安交通大学会计学院院长,"[""西安交通大学""]",西安交通大学会计学院院长,1,张天西,独立董事,安集科技,688019,[],"[""院长""]",[],1
"1999年9月至2003年6月于湖南大学学习国际贸易专业,获学士学位","[""湖南大学""]","1999年9月至2003年6月于湖南大学学习国际贸易专业,获学士学位",1,张杨,监事,杰普特,688025,"[""本科""]",[],[],1
"2013年9月至2016年4月于湖南大学学习高级管理人员工商管理专业,获工商管理学EMBA硕士学位","[""湖南大学""]","2013年9月至2016年4月于湖南大学学习高级管理人员工商管理专业,获工商管理学EMBA硕士学位",1,张杨,监事,杰普特,688025,"[""硕士""]",[],"[""MBA"",""管理学"",""工商管理""]",4
"邹晓春先生,出生于1969年11月,中国国籍,无境外永久居留权,邹先生1990年6月于南昌大学法律专业专科毕业,并于1990年8月考取中国律师资格证书,邹先生亦于1995年9月获颁发中国税务师资格证书,于1995年12月获发国家公证员资格考试合格证书,于1996年10月获授予工业经济师资格,于2015年9月考取中国基金人员资格证书","[""南昌大学""]","邹晓春先生,出生于1969年11月,中国国籍,无境外永久居留权,邹先生1990年6月于南昌大学法律专业专科毕业,并于1990年8月考取中国律师资格证书,邹先生亦于1995年9月获颁发中国税务师资格证书,于1995年12月获发国家公证员资格考试合格证书,于1996年10月获授予工业经济师资格,于2015年9月考取中国基金人员资格证书",1,邹晓春,独立董事,沃尔德,688028,"[""毕业""]",[],[],1
"2005年7月至今,任杭州电子科技大学会计学院会计学教授、硕士生导师,中国财务云服务研究院院长助理","[""电子科技大学""]","2005年7月至今,任杭州电子科技大学会计学院会计学教授、硕士生导师,中国财务云服务研究院院长助理",1,江乾坤,独立董事,传音控股,688036,"[""硕士""]","[""教授"",""院长"",""导师""]",[],4
"2011年9月至2013年6月于中国人民大学学习工商管理专业,获硕士学位","[""中国人民大学""]","2011年9月至2013年6月于中国人民大学学习工商管理专业,获硕士学位",1,邓钊,董事,天宜上佳,688033,"[""硕士""]",[],"[""工商管理""]",2
"李妃军,中国国籍,无境外居留权,男,1980年出生,大学本科学历,毕业于哈尔滨工程大学计算机软件专业","[""哈尔滨工程大学""]","李妃军,中国国籍,无境外居留权,男,1980年出生,大学本科学历,毕业于哈尔滨工程大学计算机软件专业",1,李妃军,职工监事,当虹科技,688039,"[""本科""]",[],[],1
"冷新宇先生,中国国籍,无境外永久居留权,1979年出生,中国人民大学法学博士","[""中国人民大学""]","冷新宇先生,中国国籍,无境外永久居留权,1979年出生,中国人民大学法学博士",1,冷新宇,独立董事,爱博医疗,688050,"[""博士""]",[],[],1
"王曌女士,中国国籍,高级工程师(教授级),无境外永久居留权,1981年出生,哈尔滨工业大学光学工程博士","[""哈尔滨工业大学""]","王曌女士,中国国籍,高级工程师(教授级),无境外永久居留权,1981年出生,哈尔滨工业大学光学工程博士",1,王曌,高级技术总监,爱博医疗,688050,"[""博士""]","[""教授""]",[],2
"余韶华,男,1979年3月出生,中国国籍,无境外永久居留权,本科学历,硕士学位,2001年7月毕业于四川大学生物学专业,2018年8月毕业于南开大学工商管理专业","[""四川大学""]","余韶华,男,1979年3月出生,中国国籍,无境外永久居留权,本科学历,硕士学位,2001年7月毕业于四川大学生物学专业,2018年8月毕业于南开大学工商管理专业",1,余韶华,副总经理,热景生物,688068,"[""本科"",""硕士""]",[],"[""工商管理""]",3
"易存道先生,1972年3月出生,中国国籍,无境外永久居留权,硕士研究生学历,1993年9月本科毕业于同济大学工业与民用建筑专业并获得学士学位,研究生毕业于中欧国际工商学院获EMBA学位","[""同济大学""]","易存道先生,1972年3月出生,中国国籍,无境外永久居留权,硕士研究生学历,1993年9月本科毕业于同济大学工业与民用建筑专业并获得学士学位,研究生毕业于中欧国际工商学院获EMBA学位",1,易存道,总经理,宝兰德,688058,"[""本科"",""硕士""]",[],"[""MBA""]",3
"王良兰女士,中国国籍,无境外永久居留权,1970年出生,中国人民大学劳动经济学硕士","[""中国人民大学""]","王良兰女士,中国国籍,无境外永久居留权,1970年出生,中国人民大学劳动经济学硕士",1,王良兰,独立董事,爱博医疗,688050,"[""硕士""]",[],[],1
"汪吉杰,男,1975年4月出生,中国国籍,无境外永久居留权,本科学历,硕士学位,1997年7月毕业于同济大学,2015年1月毕业于中国科学院大学项目管理(生物工程方向)专业","[""同济大学""]","汪吉杰,男,1975年4月出生,中国国籍,无境外永久居留权,本科学历,硕士学位,1997年7月毕业于同济大学,2015年1月毕业于中国科学院大学项目管理(生物工程方向)专业",1,汪吉杰,副总经理,热景生物,688068,"[""本科"",""硕士""]",[],[],2
1985年9月至1987年11月任中国人民大学教师,"[""中国人民大学""]",1985年9月至1987年11月任中国人民大学教师,1,石向欣,独立董事,云涌科技,688060,[],"[""教师""]",[],1
"赵艳兴先生,1977年9月出生,中国国籍,无境外永久居留权,本科学历,2000年7月毕业于西安电子科技大学计算机软件专业并获得学士学位","[""电子科技大学""]","赵艳兴先生,1977年9月出生,中国国籍,无境外永久居留权,本科学历,2000年7月毕业于西安电子科技大学计算机软件专业并获得学士学位",1,赵艳兴,副总经理,宝兰德,688058,"[""本科""]",[],[],1
"王苒先生,1982年9月出生,中国国籍,无境外永久居留权,吉林大学金融学专业学士,英国牛津大学金融经济学专业硕士,中国人民大学西方经济专业博士","[""中国人民大学""]","王苒先生,1982年9月出生,中国国籍,无境外永久居留权,吉林大学金融学专业学士,英国牛津大学金融经济学专业硕士,中国人民大学西方经济专业博士",1,王苒,董事,航天宏图,688066,"[""博士"",""本科"",""硕士""]",[],[],3
"辛万江先生,1977年1月出生,中国国籍,无境外永久居留权,本科学历,2000年6月毕业于中国人民大学应用数学专业","[""中国人民大学""]","辛万江先生,1977年1月出生,中国国籍,无境外永久居留权,本科学历,2000年6月毕业于中国人民大学应用数学专业",1,辛万江,售后总监,宝兰德,688058,"[""本科""]",[],[],1
"石玉琢先生,1977年9月出生,中国国籍,无境外永久居留权,本科学历,2000年8月毕业于西安电子科技大学应用物理专业并获学士学位","[""电子科技大学""]","石玉琢先生,1977年9月出生,中国国籍,无境外永久居留权,本科学历,2000年8月毕业于西安电子科技大学应用物理专业并获学士学位",1,石玉琢,研发总监,宝兰德,688058,"[""本科""]",[],[],1
中国人民大学法学院经济法博士,"[""中国人民大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,"[""博士""]",[],[],1
1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,"[""西安交通大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,[],"[""教师""]",[],1
1989年1月至1990年7月任中国人民大学法律系助教,"[""中国人民大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,[],[],[],0
1990年7月至1995年7月任中国人民大学法律系讲师,"[""中国人民大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,[],"[""讲师""]",[],1
1995年7月至2005年7月任中国人民大学法律系、法学院副教授,"[""中国人民大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,[],"[""教授""]",[],1
2005年7月至今任中国人民大学法学院教授,"[""中国人民大学""]","李艳芳,1964年5月出生,女,中国国籍,无境外永久居留权,中国人民大学法学院经济法博士,1985年7月至1987年8月任陕西财经学院财经系(现合并入西安交通大学)教师,1989年1月至1990年7月任中国人民大学法律系助教,1990年7月至1995年7月任中国人民大学法律系讲师,1995年7月至2005年7月任中国人民大学法律系、法学院副教授,2005年7月至今任中国人民大学法学院教授,2016年11月至今任爱美客技术发展股份有限公司独立董事,2017年6月至今任北京航天宏图信息技术股份有限公司独立董事,2018年2月至今任北京佰仁医疗科技股份有限公司独立董事",2,李艳芳,独立董事,航天宏图,688066,[],"[""教授""]",[],1
"陆仲达先生,1977年9月出生,中国国籍,无境外永久居留权,硕士研究生学历,2003年毕业于西安电子科技大学计算机科学与技术专业并获得硕士学位","[""电子科技大学""]","陆仲达先生,1977年9月出生,中国国籍,无境外永久居留权,硕士研究生学历,2003年毕业于西安电子科技大学计算机科学与技术专业并获得硕士学位",1,陆仲达,研发总监,宝兰德,688058,"[""硕士""]",[],[],1
"张韶华,男,1968年04月出生,中国国籍、美国永久境外居留权,中国人民大学法律硕士研究生、北京大学EMBA,现任北京龙软科技股份有限公司独立董事,执业律师,2003年毕业于中国人民大学,获法律硕士学位","[""中国人民大学""]","张韶华,男,1968年04月出生,中国国籍、美国永久境外居留权,中国人民大学法律硕士研究生、北京大学EMBA,现任北京龙软科技股份有限公司独立董事,执业律师,2003年毕业于中国人民大学,获法律硕士学位",1,张韶华,独立董事,龙软科技,688078,"[""硕士""]",[],"[""MBA""]",2
"程家明,男,1969年6月出生,中国国籍,无境外永久居留权,毕业于国防科技大学信息处理显示与识别专业,本科学历","[""国防科技大学""]","程家明,男,1969年6月出生,中国国籍,无境外永久居留权,毕业于国防科技大学信息处理显示与识别专业,本科学历",1,程家明,总经理,兴图新科,688081,"[""本科""]",[],[],1
"李云钢,男,1969年9月出生,中国国籍,无境外永久居留权,本科毕业于国防科技大学自动控制专业,硕士毕业于国防科技大学自动控制专业,博士毕业于国防科技大学自动控制专业,博士学位","[""国防科技大学""]","李云钢,男,1969年9月出生,中国国籍,无境外永久居留权,本科毕业于国防科技大学自动控制专业,硕士毕业于国防科技大学自动控制专业,博士毕业于国防科技大学自动控制专业,博士学位",1,李云钢,独立董事,兴图新科,688081,"[""博士"",""本科"",""硕士""]",[],[],3
"1997年7月至2016年12月,就职于国防科技大学,任教师","[""国防科技大学""]","1997年7月至2016年12月,就职于国防科技大学,任教师",1,李云钢,独立董事,兴图新科,688081,[],"[""教师""]",[],1
2010年11月至今任西安交通大学机械学院教授,"[""西安交通大学""]",2010年11月至今任西安交通大学机械学院教授,1,靳忠民,独立董事,三友医疗,688085,[],"[""教授""]",[],1
"本科毕业于哈尔滨工业大学焊接工艺与设备专业,研究生毕业于华南理工大学管理科学与工程专业","[""哈尔滨工业大学""]","本科毕业于哈尔滨工业大学焊接工艺与设备专业,研究生毕业于华南理工大学管理科学与工程专业",1,刘尔彬,"副总裁,技术负责人",瑞松科技,688090,"[""本科"",""硕士""]",[],[],2
"吴丽桃女士:1977年出生,汉族,中国国籍,无境外永久居留权,毕业于湖南大学会计学专业,获学士学位,中级会计师","[""湖南大学""]","吴丽桃女士:1977年出生,汉族,中国国籍,无境外永久居留权,毕业于湖南大学会计学专业,获学士学位,中级会计师",1,吴丽桃,监事,京源环保,688096,"[""本科""]",[],[],1
"王林,男,1979年出生,中国国籍,无境外永久居留权,杭州电子科技大学学士,浙江大学硕士","[""电子科技大学""]","王林,男,1979年出生,中国国籍,无境外永久居留权,杭州电子科技大学学士,浙江大学硕士",1,王林,监事,晶晨股份,688099,"[""本科"",""硕士""]",[],[],2
