_id,code,stockName,market,ipoDate,__v,actualController,actualControllerSharePercentage,companyName,employeeAmount,englishName,foundedDate,goPublicDate,industry,location,mainBusiness,phone,productsName,province,registeredCapital,updatedAt,website,actualControllerType,subIndustry,stockCode,guoBiaoIndustry,guoBiaoIndustryCode,guoBiaoSubIndustry,guoBiaoSubIndustryCode,totalMember,partyMember
"""5f4adeae2018c1179b9de1db""",300584,海辰药业,深圳创业板,1484179200000,0,曹于平、姜晓群,42.08、9.98%,南京海辰药业股份有限公司,677,"Nanjing Hicin Pharmaceutical Co.,Ltd.",2003-01-15,2017-01-12,医药生物 — 化学制药,江苏省南京市栖霞区经济技术开发区恒发路1号,化学药品的研发、生产和销售,86-025-83241873,"[""注射用托拉塞米"",""注射用兰索拉唑"",""注射用替加环素"",""注射用头孢西酮钠"",""注射用头孢替安"",""注射用艾司奥美拉唑钠""]",江苏省,1.2亿元,1608539246777,www.hicin.cn,个人,化学制药,300584.SZ,制造业,C,医药制造业,27,14,2
"""5f4adeae2018c1179b9de1dc""",300585,奥联电子,深圳创业板,1482969600000,0,钱明飞,10.00%,南京奥联汽车电子电器股份有限公司,713,"Nanjing Aolian Ae&Ea Co.,Ltd",2001-06-21,2016-12-29,汽车 — 汽车零部件,江苏省南京市江宁区谷里街道东善桥工业集中区,专业研发、生产、销售汽车电子电器零部件产品,86-025-52102633,"[""电子油门踏板总成"",""低温启动装置"",""车用空调控制器"",""换挡控制器"",""电子节气门"",""线束"",""散件配件"",""受托研发收入"",""新能源"",""汽车后视镜""]",江苏省,1.6亿元,1608539250064,www.njaolian.com,个人,汽车零部件,300585.SZ,制造业,C,汽车制造业,36,15,3
"""5f4adeae2018c1179b9de1dd""",300586,美联新材,深圳创业板,1483488000000,0,黄伟汕,39.04%,广东美联新材料股份有限公司,670,"Malion New Materials Co., Ltd.",2000-06-20,2017-01-04,化工 — 塑料Ⅱ,广东省汕头市金平区美联路1号,高分子复合着色材料的研发、生产、销售和技术服务,86-0754-89831918,"[""白色母粒"",""黑色母粒"",""彩色母粒"",""功能母粒"",""复配色粉""]",广东省,4.56亿元,1608539254684,www.malion.cn,个人,塑料Ⅱ,300586.SZ,制造业,C,橡胶和塑料制品业,29,11,0
"""5f4adeae2018c1179b9de1de""",300587,天铁股份,深圳创业板,1483574400000,0,许吉锭、王美雨、许孔斌,13.57、13.57、6.79%,浙江天铁实业股份有限公司,912,"Zhejiang Tiantie Industry Co.,Ltd.",2003-12-26,2017-01-05,化工 — 橡胶,浙江省台州市天台县人民东路928号,轨道工程橡胶制品的研发、生产和销售。,86-0576-83171218;86-0576-83171219,"[""隔离式橡胶减振垫"",""弹性支承式无砟轨道用橡胶套靴"",""嵌丝橡胶道口板""]",浙江省,3.37亿元,1608539257757,www.tiantie.cn,个人,橡胶,300587.SZ,制造业,C,橡胶和塑料制品业,29,14,0
"""5f4adeae2018c1179b9de1df""",300588,熙菱信息,深圳创业板,1483574400000,0,何开文、岳亚梅,32.54、13.94%,新疆熙菱信息技术股份有限公司,386,"Xinjiang Sailing Information Technology Co.,Ltd",1999-07-29,2017-01-05,计算机 — 计算机应用,新疆维吾尔自治区乌鲁木齐市新市区高新区(新市区)北京南路358号大成国际大厦10层,运用包括视频图像分析及数据建模等信息技术提供城市公共安全防范及信息安全审计相关技术服务和整体解决方案,86-021-61620210;86-0991-5573585,"[""智能安防及信息化工程"",""信息安全产品"",""服务与综合解决方案"",""其他软件开发与服务""]",新疆维吾尔自治区,1.66亿元,1608539263384,www.sit.com.cn,个人,计算机应用,300588.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,0
"""5f4adeae2018c1179b9de1e0""",300589,江龙船艇,深圳创业板,1484265600000,0,夏刚、晏志清,28.99、17.65%,江龙船艇科技股份有限公司,593,"Jianglong Shipbuilding Co.,Ltd",2003-01-21,2017-01-13,国防军工 — 船舶制造,广东省珠海市金湾区平沙镇珠海大道8028号研发楼,旅游休闲船艇和公务执法船艇的设计、研发、生产和销售,86-0756-7266221,"[""旅游休闲船艇"",""公务执法船艇"",""玻璃钢船艇"",""金属及多材质符合船艇""]",广东省,2.03亿元,1608539268909,www.jianglong.cn,个人,船舶制造,300589.SZ,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,7,0
"""5f4adeae2018c1179b9de1e1""",300590,移为通信,深圳创业板,1484092800000,0,廖荣华,35.90%,上海移为通信技术股份有限公司,362,"Queclink Wireless Solutions Co.,Ltd",2009-06-11,2017-01-11,通信 — 通信设备,上海市徐汇区宜山路717号2号楼3楼,嵌入式M2M终端设备研发、销售,86-021-54450318,"[""车载信息智能终端"",""资产管理信息智能终端"",""个人安全智能终端"",""动物溯源管理产品""]",上海市,2.42亿元,1608539274591,www.queclink.com,个人,通信设备,300590.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,17,2
"""5f4adeae2018c1179b9de1e2""",300591,万里马,深圳创业板,1484006400000,0,林大耀、林大洲、林大权、林彩虹,24.64、11.55、6.19、4.92%,广东万里马实业股份有限公司,1569,"Guangdong Wanlima Industry Co.,Ltd",2002-04-19,2017-01-10,纺织服装 — 服装家纺,广东省广州市海珠区新港东路1028号保利世界贸易中心F座3层,皮具产品的研发设计、生产制造、品牌运营及市场销售业务。,86-020-22319138;86-020-22319133,"[""手袋"",""钱包"",""拉杆箱"",""鞋品"",""皮带""]",广东省,3.3亿元,1608539278239,www.wanlima.com.cn,个人,服装家纺,300591.SZ,制造业,C,皮革、毛皮、羽毛及其制品和制鞋业,19,12,1
"""5f4adeae2018c1179b9de1e3""",300592,华凯创意,深圳创业板,1484870400000,0,周新华,21.18%,湖南华凯文化创意股份有限公司,355,"Hunan Huakai C Ultural And Creative Co.,Ltd.",2009-02-23,2017-01-20,建筑装饰 — 装修装饰,湖南省长沙市岳麓区桐梓坡西路229号厂房101,为展馆布展工程类空间环境艺术设计服务、模型与动画的生产(劳务提供)和销售。,86-0731-85137600,"[""城市文化馆展示系统"",""博物馆展示系统"",""其他文化主题馆展示系统"",""企业馆展示系统""]",湖南省,1.22亿元,1608539287722,www.huakai.net,个人,装修装饰,300592.SZ,文化、体育和娱乐业,R,文化艺术业,87,16,6
"""5f4adeae2018c1179b9de1e4""",300593,新雷能,深圳创业板,1484265600000,0,王彬,21.77%,北京新雷能科技股份有限公司,1555,"Beijing Relpow Technology Co.,Ltd",1997-06-11,2017-01-13,电气设备 — 电源设备,北京市昌平区科技园区双营中路139号院1号楼,高效率、高可靠性、高功率密度电源产品的研发、生产和销售,86-010-81913666,"[""模块电源"",""定制电源"",""大功率电源及电源系统""]",北京市,1.66亿元,1608539292548,www.xinleineng.com,个人,电源设备,300593.SZ,制造业,C,电气机械及器材制造业,38,13,0
"""5f4adeae2018c1179b9de1e5""",300594,朗进科技,深圳创业板,1561075200000,0,李敬茂、李敬恩、马筠,13.99、7.00、2.33%,山东朗进科技股份有限公司,727,"Shandong Longertek Technology Co.,Ltd.",2000-04-07,2019-06-21,机械设备 — 运输设备,山东省济南市莱芜区高新区九龙山路006号,轨道交通车辆节能变频热泵空调及变频控制器的研发、生产、销售及服务,86-0532-85930296;86-0532-85930276,"[""轨道交通车辆空调"",""变频控制器""]",山东省,8998.17万元,1608539301631,www.longertek.com,个人,运输设备,300594.SZ,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,17,0
"""5f4adeae2018c1179b9de1e6""",300595,欧普康视,深圳创业板,1484611200000,0,陶悦群,37.13%,欧普康视科技股份有限公司,1633,Ovctek China Inc.,2000-10-26,2017-01-17,医药生物 — 医疗器械Ⅱ,安徽省合肥市蜀山区高新区望江西路4899号,从事硬性角膜接触镜及护理产品的设计、研发、生产和销售,86-0551-62952208,"[""角膜塑形镜(梦戴维"",""DreamVision)"",""普通角膜接触镜(日戴维)"",""护理产品"",""普通框架镜""]",安徽省,6.07亿元,1608539310687,www.orthok.cn,个人,医疗器械Ⅱ,300595.SZ,制造业,C,专用设备制造业,35,13,1
"""5f4adeae2018c1179b9de1e7""",300596,利安隆,深圳创业板,1484784000000,0,李海平,28.05%,天津利安隆新材料股份有限公司,1740,Rianlon Corporation,2003-08-08,2017-01-19,化工 — 化学制品,天津市南开区华苑产业园区开华道20号F座20层,高分子材料抗老化助剂的研发、生产和销售,86-022-83718775,"[""抗氧化剂"",""光稳定剂"",""U-PACK""]",天津市,2.05亿元,1608539318455,www.rianlon.com,个人,化学制品,300596.SZ,制造业,C,化学原料及化学制品制造业,26,16,6
"""5f4adeae2018c1179b9de1e8""",300597,吉大通信,深圳创业板,1485129600000,0,吉林大学,20.00%,吉林吉大通信设计院股份有限公司,1361,"Jilin Jlu Communication Design Institute Co.,Ltd",1985-04-10,2017-01-23,通信 — 通信设备,吉林省长春市朝阳区南湖学府经典小区第9幢701室,"提供通信网络技术服务,包括通信网络设计服务及通信网络工程服务。",86-0431-85152089,"[""设计"",""施工""]",吉林省,2.4亿元,1608539322338,www.jlucdi.com,大学,通信设备,300597.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,17,4
"""5f4adeae2018c1179b9de1e9""",300598,诚迈科技,深圳创业板,1484870400000,0,王继平、刘荷艺,24.83、5.13%,诚迈科技(南京)股份有限公司,3553,"Archermind Technology(Nanjing)Co.,Ltd.",2006-09-01,2017-01-20,计算机 — 计算机应用,江苏省南京市雨花台区宁双路19号4幢,移动智能终端相关的软件研发、销售及技术服务,86-025-58301205,"[""软件技术人员劳务输出"",""软件定制服务"",""软硬件产品的开发""]",江苏省,1.06亿元,1608539325678,www.archermind.com,个人,计算机应用,300598.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,2
"""5f4adeae2018c1179b9de1ea""",300599,雄塑科技,深圳创业板,1485129600000,0,黄淦雄,19.35%,广东雄塑科技集团股份有限公司,1691,"Guangdong Xiongsu Technology Group Co.,Ltd",2003-04-14,2017-01-23,建筑材料 — 其他建材,广东省佛山市南海区九江镇龙高路敦根路段雄塑工业园,从事“环保、安全、卫生、高性能”塑料管道的研发、生产和销售。,86-0757-81868066,"[""PVC管道"",""PE管道"",""PPR管道""]",广东省,3.04亿元,1608539328986,www.xiongsu.cn,个人,其他建材,300599.SZ,制造业,C,橡胶和塑料制品业,29,17,2
"""5f4adeae2018c1179b9de1eb""",300600,瑞特股份,深圳创业板,1485302400000,0,浙江省人民政府国有资产监督管理委员会,22.54%,常熟市国瑞科技股份有限公司,540,"Changshu Guorui Technology Co.,Ltd.",1993-02-09,2017-01-25,国防军工 — 船舶制造,江苏省苏州市常熟市虞山镇高新技术产业园青岛路2号,从事船舶及海洋工程电气、自动化系统及其系统集成的研发、生产、销售及综合技术服务,86-0512-52828917,"[""船舶配电系统"",""船舶机舱自动化系统""]",江苏省,2.97亿元,1608539332563,www.cn-ruite.com,地方国资委,船舶制造,300600.SZ,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,17,4
"""5f4adeae2018c1179b9de1ec""",300601,康泰生物,深圳创业板,1486425600000,0,杜伟民,26.98%,深圳康泰生物制品股份有限公司,1336,"Shenzhen Kangtai Biological Products Co.,Ltd.",1992-09-08,2017-02-07,医药生物 — 生物制品Ⅱ,广东省深圳市光明区马田街道薯田埔路18号,人用疫苗的研发、生产和销售,86-0755-26988558,"[""免疫规划疫苗"",""非免疫规划疫苗""]",广东省,6.84亿元,1608539340508,www.biokangtai.com,个人,生物制品Ⅱ,300601.SZ,制造业,C,医药制造业,27,13,0
"""5f4adeae2018c1179b9de1ed""",300602,飞荣达,深圳创业板,1485388800000,0,马飞、黄峥、马军,49.01、10.45、2.88%,深圳市飞荣达科技股份有限公司,5574,"Shenzhen Frd Science & Technology Co.,Ltd.",1993-11-10,2017-01-26,电子 — 电子制造,广东省深圳市光明区玉塘街道田寮社区南光高速东侧、环玉路南侧飞荣达大厦1栋、2栋、3栋,电磁屏蔽及导热器件的研发、设计、生产与销售,86-0755-86083167,"[""导电塑料器件"",""导电硅橡胶"",""导电布衬垫"",""金属屏蔽器件"",""吸波器件"",""导热界面器件"",""石墨片"",""导热石墨膜"",""散热模组"",""吹胀版"",""热管"",""VC"",""散热风扇"",""半固态压铸"",""基站天线"",""一体化天线振子"",""天线罩"",""防尘网"",""保护膜"",""单双面胶"",""绝缘片""]",广东省,5.07亿元,1608539345006,www.frd.cn,个人,电子制造,300602.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,14,0
"""5f4adeae2018c1179b9de1ee""",300603,立昂技术,深圳创业板,1485388800000,0,王刚,25.15%,立昂技术股份有限公司,866,"Leontechnology Co.,Ltd.",1996-01-08,2017-01-26,通信 — 通信设备,新疆维吾尔自治区乌鲁木齐市新市区经济技术开发区燕山街518号,公共安全系统服务、IDC数据中心及云计算服务、电信运营商增值服务和通信网络技术服务,86-0991-3708335;86-0571-56077087,"[""公共安全业务"",""通信网络业务"",""运营商增值服务业务"",""数据中心及云服务业务""]",新疆维吾尔自治区,4.22亿元,1608539350237,www.leon.top,个人,通信设备,300603.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,19,2
"""5f4adeae2018c1179b9de1ef""",300604,长川科技,深圳创业板,1492387200000,0,赵轶、徐昕,25.37、4.50%,杭州长川科技股份有限公司,772,"Hangzhou Changchuan Technology Co.,Ltd",2008-04-10,2017-04-17,机械设备 — 专用设备,浙江省杭州市滨江区聚才路410号,集成电路专用设备的研发、生产和销售,86-0571-85096193,"[""测试机"",""分选机""]",浙江省,3.14亿元,1608539355002,www.hzcctech.com,个人,专用设备,300604.SZ,制造业,C,专用设备制造业,35,14,0
"""5f4adeae2018c1179b9de1f0""",300605,恒锋信息,深圳创业板,1486512000000,0,魏晓曦、欧霖杰,32.99、12.38%,恒锋信息科技股份有限公司,602,"Hengfeng Information Technology Co.,Ltd.",1995-10-27,2017-02-08,计算机 — 计算机应用,福建省福州市闽侯县上街镇乌龙江中大道科技东路创新园5号楼,提供设计咨询、系统集成、软硬件开发、管理运维等全过程信息技术服务,86-0591-87733307,"[""智慧健康"",""智慧养老"",""智慧校园的综合解决方案"",""智慧公安"",""智慧司法"",""智慧应急管理的综合解决方案"",""新型智慧城市"",""智慧政务"",""数据中心"",""大数据服务综合解决方案""]",福建省,1.65亿元,1608539362135,www.i-hengfeng.com,个人,计算机应用,300605.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,0
"""5f4adeae2018c1179b9de1f1""",300606,金太阳,深圳创业板,1486512000000,0,胡秀英、杨璐、杨勍、杨稹,29.35、10.44、3.22、3.22%,东莞金太阳研磨股份有限公司,440,"Dongguan Golden Sun Abrasives Co.,Ltd",2004-09-21,2017-02-08,机械设备 — 通用机械,广东省东莞市大岭山镇大环路东66号,砂纸等涂附磨具的制造和销售,86-0769-38823020,"[""纸基类磨抛材料"",""高端智能数控装备"",""精密结构件""]",广东省,9345.7万元,1608539367152,www.chinagoldensun.cn,个人,通用机械,300606.SZ,制造业,C,非金属矿物制品业,30,16,1
"""5f4adeae2018c1179b9de1f2""",300607,拓斯达,深圳创业板,1486598400000,0,吴丰礼,36.22%,广东拓斯达科技股份有限公司,1734,"Guangdong Topstar Technology Co.,Ltd.",2007-06-01,2017-02-09,机械设备 — 通用机械,广东省东莞市大岭山镇大塘朗创新路2号,提供工业自动化整体解决方案及相关设备,86-0769-82893316,"[""工业机器人（包括直角坐标机器人和多关节机器人）及自动化应用系统"",""注塑机配套设备及自动供料系统"",""智能能源及环境管理系统""]",广东省,2.66亿元,1608539375190,www.topstarltd.com,个人,通用机械,300607.SZ,制造业,C,通用设备制造业,34,15,0
"""5f4adeae2018c1179b9de1f3""",300608,思特奇,深圳创业板,1486944000000,0,吴飞舟,30.41%,北京思特奇信息技术股份有限公司,3168,"Si-Tech Information Technology Co.,Ltd",1995-12-25,2017-02-13,计算机 — 计算机应用,北京市海淀区中关村南大街6号中电信息大厦14层,"为中国移动、中国联通、中国电信和广电网络等电信运营商提供客户关系管理、大数据、计费、移动互联网和业务保障等核心业务系统的全面解决方案,包括系统咨询、规划和产品的开发、升级、服务;提供公有云和大数据的服务和运营,以及公有云和大数据体系下的通用平台产品;提供基于移动互联网云和大数据的中小企业服务。",86-010-82193708,"[""软件开发"",""技术服务""]",北京市,1.58亿元,1608539387774,www.si-tech.com.cn,个人,计算机应用,300608.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,1
"""5f4adeae2018c1179b9de1f4""",300609,汇纳科技,深圳创业板,1487116800000,0,张宏俊,32.43%,汇纳科技股份有限公司,856,"Winner Technology Co., Inc.",2004-07-14,2017-02-15,计算机 — 计算机应用,上海市浦东新区张江川和路55弄(张江人工智能岛)7号,视频客流分析系统在商业零售领域的推广与布局,86-021-31759693,"[""客流分析系统"",""导购系统"",""智能防火系统"",""智能巡店系统""]",上海市,1.22亿元,1608539391638,www.winnerinf.com,个人,计算机应用,300609.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,13,1
"""5f4adeae2018c1179b9de1f5""",300610,晨化股份,深圳创业板,1486944000000,0,于子洲,24.29%,扬州晨化新材料股份有限公司,729,"Yangzhou Chenhua New Material Co.,Ltd.",1995-05-12,2017-02-13,化工 — 化学制品,江苏省扬州市宝应县曹甸镇镇中路231号,以氧化烯烃、脂肪醇、硅氧烷等为主要原料的精细化工新材料系列产品的研发、生产和销售。,86-0514-82659030,"[""阻燃剂"",""表面活性剂"",""硅橡胶""]",江苏省,1.51亿元,1608539396671,www.yzch.cc,个人,化学制品,300610.SZ,制造业,C,化学原料及化学制品制造业,26,15,0
"""5f4adeae2018c1179b9de1f6""",300611,美力科技,深圳创业板,1487548800000,0,章碧鸿,42.60%,浙江美力科技股份有限公司,1064,"Zhejiang Meili High Technology Co.,Ltd.",2002-05-16,2017-02-20,汽车 — 汽车零部件,浙江省绍兴市新昌县新昌大道西路1365号,高端弹簧产品的研发、生产和销售业务,86-0575-86226808,"[""悬架系统弹簧"",""车身弹簧"",""内饰弹簧"",""动力系统弹簧"",""通用弹簧"",""精密注塑件""]",浙江省,1.79亿元,1608539400600,www.china-springs.com,个人,汽车零部件,300611.SZ,制造业,C,通用设备制造业,34,14,1
"""5f4adeae2018c1179b9de1f7""",300612,宣亚国际,深圳创业板,1487116800000,0,张秀兵、万丽莉,34.77、3.75%,宣亚国际营销科技(北京)股份有限公司,318,"Shunya International Martech (Beijing) Co.,Ltd.",2007-01-19,2017-02-15,传媒 — 营销传播,北京市朝阳区八里庄东里1号CN02-B,整合营销传播服务,86-010-85079688,"[""营销解决方案业务"",""营销技术运营业务"",""数据技术产品业务""]",北京市,1.62亿元,1608539413452,www.shunyagroup.com,个人,营销传播,300612.SZ,租赁和商务服务业,L,商务服务业,72,11,1
"""5f4adeae2018c1179b9de1f8""",300613,富瀚微,深圳创业板,1487548800000,0,杨小奇,7.65%,上海富瀚微电子股份有限公司,241,"Shanghai Fullhan Microelectronics Co.,Ltd.",2004-04-16,2017-02-20,电子 — 半导体,上海市徐汇区宜山路717号2号楼6楼,"数字信号处理芯片的研发和销售,并提供专业技术服务。",86-021-61121558,"[""安防监控产品"",""汽车电子产品"",""技术服务""]",上海市,8000.06万元,1608539417922,www.fullhan.com,个人,半导体,300613.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,14,0
"""5f4adeae2018c1179b9de1f9""",300615,欣天科技,深圳创业板,1487116800000,0,石伟平,29.38%,深圳市欣天科技股份有限公司,515,Xdc Industries(Shenzhen) Limited,2005-05-10,2017-02-15,通信 — 通信设备,广东省深圳市南山区打石1路深圳国际创新谷7栋B座24层2401房,移动通信产业中射频金属元器件及射频结构件的研发、生产和销售,86-0755-86363037,"[""调谐自锁螺钉"",""谐振器"",""介质"",""传输主杆"",""电容耦合片"",""低通"",""电容耦合杆"",""盖板""]",广东省,1.87亿元,1608539422793,www.xdc-industries.com,个人,通信设备,300615.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,15,1
"""5f4adeae2018c1179b9de1fa""",300616,尚品宅配,深圳创业板,1488844800000,0,李连柱、周淑毅,23.49、8.81%,广州尚品宅配家居股份有限公司,15715,"Guangzhou Shangpin Home Collection Co.,Ltd",2004-04-19,2017-03-07,轻工制造 — 家用轻工,广东省广州市天河区花城大道85号3501房之自编01-05单元,"全屋板式家具的个性化定制生产及销售、配套家居产品的销售,并向家居行业企业提供设计软件及信息化整体解决方案的设计、研发和技术服务。",86-020-85027987,"[""定制家具产品"",""配套家居产品"",""软件及技术服务"",""O2O引流服务"",""整装业务""]",广东省,1.99亿元,1608539427783,www.spzp.com,个人,家用轻工,300616.SZ,制造业,C,家具制造业,21,19,1
"""5f4adeae2018c1179b9de1fb""",300617,安靠智电,深圳创业板,1488240000000,0,陈晓晖、陈晓凌、陈晓鸣,28.64、27.44、5.28%,江苏安靠智能输电工程科技股份有限公司,642,Jiangsu Ankura Smart Transmission Engineering Technology Co.Ltd,2004-05-20,2017-02-28,电气设备 — 高低压设备,江苏省常州市溧阳市天目湖大道100号,"致力于输变电系统关键部件——高压及超高压电缆连接件的国产化研发和生产,并以电缆连接件为基础,为客户提供地下智能输电系统整体解决方案和电力工程勘察设计及施工。",86-0519-87983616,"[""110(66)kV产品"",""220kV产品"",""330kV-500kV产品"",""GIL产品"",""电力工程施工"",""电力勘测设计""]",江苏省,1.29亿元,1608539434447,www.ankura.com.cn,个人,高低压设备,300617.SZ,制造业,C,电气机械及器材制造业,38,13,3
"""5f4adeae2018c1179b9de1fc""",300618,寒锐钴业,深圳创业板,1488758400000,0,梁杰、梁建坤,17.99、15.51%,南京寒锐钴业股份有限公司,1153,"Nanjing Hanrui Cobalt Co.,Ltd.",1997-05-12,2017-03-06,有色金属 — 稀有金属,江苏省南京市江宁区江宁经济技术开发区静淮街115号,金属钴粉及其他钴产品的研发、生产和销售,86-025-51181105,"[""钴粉"",""钴精矿"",""钴盐"",""电解铜""]",江苏省,3.03亿元,1608539438415,www.hrcobalt.com,个人,稀有金属,300618.SZ,制造业,C,有色金属冶炼及压延加工业,32,13,4
"""5f4adeae2018c1179b9de1fd""",300619,金银河,深圳创业板,1488326400000,0,张启发,19.39%,佛山市金银河智能装备股份有限公司,641,"Foshan Golden Milky Way Intelligent Equipment Co.,Ltd",2002-01-29,2017-03-01,机械设备 — 专用设备,广东省佛山市三水区西南街道宝云路6号一、二、四、五、六、七座,输送计量、混合反应、灌装包装等自动化生产设备的研发、设计、制造、销售和服务,86-0757-87323386,"[""锂电池浆料双螺杆全自动连续生产线"",""锂离子电池全自动配料系统"",""行星动力混合机"",""高速分散均质机"",""挤压式单(双)面涂布机"",""高精密辊压机"",""辊压分切一体机"",""有机硅双螺杆全自动连续生产线"",""静态混合机"",""真空捏合机"",""动力混合机"",""强力分散机"",""全自动硬管分装机"",""全自动软管分装机"",""全自动软(硬)管装箱线"",""粉体自动拆包装置"",""智能调色机"",""有机硅高分子材料产品""]",广东省,7468.11万元,1608539442508,www.goldenyh.com,个人,专用设备,300619.SZ,制造业,C,专用设备制造业,35,14,0
"""5f4adeae2018c1179b9de1fe""",300620,光库科技,深圳创业板,1489104000000,0,吴玉玲,24.51%,珠海光库科技股份有限公司,1046,"Advanced Fiber Resources (Zhuhai), Ltd.",2000-11-09,2017-03-10,通信 — 通信设备,广东省珠海市香洲区高新区唐家湾镇创新三路399号,光纤器件的设计、研发、生产、销售及服务,86-0756-3898036;86-0756-3898809,"[""光纤激光器件"",""光通讯器件""]",广东省,1.09亿元,1608539446305,www.afrlaser.com,个人,通信设备,300620.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,16,0
"""5f4adeae2018c1179b9de1ff""",300621,维业股份,深圳创业板,1489622400000,0,珠海市人民政府国有资产监督管理委员会,29.99%,深圳市维业装饰集团股份有限公司,944,"Shenzhen Weiye Decoration Group Co.,Ltd",1994-10-18,2017-03-16,建筑装饰 — 装修装饰,"广东省深圳市福田区新洲路以西莲花路以南振业景洲大厦裙楼101,广东省深圳市福田区商报东路85号综合楼三楼",建筑装饰工程的设计与施工,86-0755-83558549,"[""公共建筑装饰"",""住宅精装修"",""土木工程""]",广东省,2.08亿元,1608539450910,www.szweiye.com,地方国资委,装修装饰,300621.SZ,电力、热力、燃气及水的生产和供应业,D,建筑装饰和其他建筑业,50,20,3
"""5f4adeae2018c1179b9de200""",300622,博士眼镜,深圳创业板,1489536000000,0,ALEXANDERLIU、LOUISAFAN,25.81、22.48%,博士眼镜连锁股份有限公司,1748,"Doctorglasses Chain Co.,Ltd.",1997-04-23,2017-03-15,商业贸易 — 专业零售,广东省深圳市罗湖区桂园街道深南东路5016号京基一百大厦A座2201-02单元,眼镜零售的连锁经营。,86-0755-82095801,"[""镜架"",""镜片"",""太阳镜"",""老花镜"",""隐形眼镜"",""隐形护理液"",""视光校正方案咨询"",""视光产品装配及维修"",""视光保健服务""]",广东省,1.71亿元,1608539454946,www.doctorglasses.com.cn,个人,专业零售,300622.SZ,电力、热力、燃气及水的生产和供应业,D,零售业,52,15,0
"""5f4adeae2018c1179b9de201""",300623,捷捷微电,深圳创业板,1489449600000,0,黄善兵、黄健、李燕,27.59、10.62、0.02%,江苏捷捷微电子股份有限公司,949,"Jiangsu Jiejie Microelectronics Co.,Ltd.",1995-03-29,2017-03-14,电子 — 半导体,江苏省南通市启东市经济开发区钱塘江路3000号,从事功率半导体芯片和器件的研发、设计、生产和销售,86-0513-83228813,"[""晶闸管器件和芯片"",""防护类器件"",""TVS"",""放电管"",""ESD"",""集成放电管"",""贴片Y电容"",""压敏电阻"",""整流二极管"",""快恢复二极管"",""肖特基二极管"",""厚膜组件"",""晶体管器件和芯片"",""MOSFET器件和芯片"",""碳化硅器件""]",江苏省,4.91亿元,1608539458785,www.jjwdz.com,个人,半导体,300623.SZ,制造业,C,计算机、通信和其他电子设备制造业,39,24,6
"""5f4adeae2018c1179b9de202""",300624,万兴科技,深圳创业板,1516233600000,0,吴太兵,28.95%,万兴科技集团股份有限公司,745,"Wondershare Technology Group Co.,Ltd",2003-09-28,2018-01-18,计算机 — 计算机应用,广东省深圳市南山区粤海街道海天二路软件产业基地5栋D座10楼,软件研发和销售,86-0891-6380624,"[""数字创意软件"",""数据管理软件"",""办公效率软件""]",西藏自治区,1.3亿元,1608539462755,www.wondershare.cn,个人,计算机应用,300624.SZ,信息传输、软件和信息技术服务业,I,软件和信息技术服务业,65,10,0
"""5f4adeae2018c1179b9de203""",300625,三雄极光,深圳创业板,1489708800000,0,,,广东三雄极光照明股份有限公司,4434,"Guangdong Pak Corporation Co.,Ltd.",2010-05-19,2017-03-17,电子 — 光学光电子,广东省广州市番禺区石壁街韦涌工业区132号,"绿色照明灯具、照明光源及照明控制类产品的研发、生产和销售,为客户提供综合照明解决方案及相关专业服务",86-020-28660360,"[""照明"",""照明灯具"",""照明控制及其他""]",广东省,2.8亿元,1608539466297,www.pak.com.cn,,光学光电子,300625.SZ,制造业,C,电气机械及器材制造业,38,14,0
"""5f4adeae2018c1179b9de204""",300626,华瑞股份,深圳创业板,1489968000000,0,梧州市人民政府国有资产监督管理委员会,10.82%,华瑞电器股份有限公司,1524,"Huarui Electrical Appliance Co.,Ltd.",1996-02-12,2017-03-20,电气设备 — 电机,浙江省宁波市北仑区大浦河北路26号,小功率电机和微特电机换向器的研发、生产、销售和服务。,86-0574-86115998,"[""钩型普通型"",""钩型全塑型"",""槽型普通型"",""槽型全塑型"",""卷板型"",""平面型""]",浙江省,1.8亿元,1608539469748,www.hrdq.cn,个人,电机,300626.SZ,制造业,C,电气机械及器材制造业,38,15,0
