academics,academicRelated,jobs,jobRelated,organizations,isGeneralMatch,personId,personName,personDescription,companyName,personTitle
法律硕士,1,律师,7,"[""律师协会"",""律师事务所""]",,"""5f657e40ade9005a1ecd137d""",王晓华,"王晓华先生,男,1961年4月出生,法律硕士,律师。曾任广州市律师协会副会长、执行会长,中华全国律师协会理事,广东省律师协会副总监事;1993年1月至2012年11月任广东广信律师事务所合伙人、主任;2012年11月起任职于广东广信君达律师事务所,现任广东广信君达律师事务所合伙人会议主席。曾在广州珠江钢琴股份有限公司(股票代码002678)及广州酒家集团股份有限公司(股票代码603043)担任独立董事,现任珠海格力电器股份有限公司(股票代码000651)独立董事、广东广新信息产业股份有限公司独立董事及广州南沙围垦开发公司外部董事。",世荣兆业,独立董事
"法学,法硕士",2,律师,4,"[""律师事务所""]",,"""5f657e44ade9005a1ecd154d""",郑晓东,"郑晓东先生,1978年生,硕士研究生学历,浙江大学法学学士学位、英国南安普顿大学海商法硕士学位,执业律师。现任东信和平科技股份有限公司独立董事、金诚同达律师事务所高级合伙人、上海金融与法律研究院研究员,北京三元食品股份有限公司、宁波联合集团股份有限公司、荣盛石化股份有限公司独立董事,曾任职于英国诺顿罗氏律师事务所、浙江天册律师事务所,曾任河北银行独立董事。",东信和平,独立董事
,0,法务,1,"[""法务部""]",,"""5f657e58ade9005a1ecd1950""",郑学国,"郑学国,男,1983年10月出生,汉族,本科学历(工商管理/金融学专业、经济学学士),2011年12月取得上市公司董事会秘书资格证书,2012年3月通过SAC证券从业人员资格考试。历任中捷股份(中捷资源)总经理秘书、总经理办公室主任助理、总经理办公室副主任(主持工作)、总经理办公室主任、证券投资中心经理、证券事务代表、监事、证券部经理、法务部经理、董事长助理、副总经理兼董事会秘书。现任中捷资源投资股份有限公司副总经理兼董事会秘书、中捷资源投资股份有限公司全资子公司浙江中捷缝纫科技有限公司董事及副总经理、中捷欧洲有限责任公司执行董事。",ST中捷,"董事会秘书,副总经理"
,0,法务,2,[],,"""5f657e61ade9005a1ecd1ade""",王胜杰,"王胜杰先生,1991年9月生,中国国籍,无境外永久居留权,研究生学历。2017年7月至今四川海特高新技术股份有限公司法务专员、法律部负责人、法务总监。",海特高新,监事
"法学,法学院",4,律师,2,"[""律师事务所""]",,"""5f657dedade9005a1ecd0390""",黄亚英,"黄亚英先生:1962年出生,中国国籍,无境外永久居留权,吉林大学法学专业学士,中国政法大学法学硕士,中共党员。1988年至2003年曾任职于西北政法大学,先后担任讲师、副教授、教授。2003年9月至今任职深圳大学教授,其中2006年至2009年担任深圳大学法学院副院长,2009年7月至2019年担任深圳大学法学院院长,深圳大学学位评定委员会委员。现任大族激光科技产业集团股份有限公司独立董事,深圳市通产丽星股份有限公司独立董事,方大集团股份有限公司独立董事,深圳大学教授,广东北源律师事务所兼职律师。",大族激光,独立董事
,0,"律师,法律顾问",2,[],,"""5f657dedade9005a1ecd039a""",王磊,"王磊先生:生于1972年,大学本科学历,律师。曾任职于马钢力生有限责任公司、海南南大高新股份有限公司,历任大族激光科技产业集团股份有限公司专职法律顾问、监察部经理,现任大族激光科技产业集团股份有限公司总经理助理、监事会主席。",大族激光,监事会主席
"法学院,法学",2,法律顾问,1,[],,"""5f657e0bade9005a1ecd0976""",王新,"王新,男,中国国籍,1966年7月生,博士,教授,博士生导师,曾任中国澳门立法会议员办公室高级法律顾问。现任北京大学法学院教授、博士生导师,中国刑法学研究会常务理事,王府井集团股份有限公司独立董事,浙江唐德影视股份有限公司独立董事,中冶美利云产业投资股份有限公司独立董事,上海汉得信息技术股份有限公司独立董事,浙江盾安人工环境股份有限公司独立董事。",盾安环境,独立董事
,0,,0,[],1,"""5f657e93ade9005a1ecd25ef""",李丽璇,"李丽璇,女,57岁,大学本科,巨轮智能装备股份有限公司投资发展部经理,现任巨轮智能装备股份有限公司第六届董事会董事;上海理盛融资租赁有限公司董事长、巨轮(天津)投资控股有限公司董事长、和信(天津)国际商业保理有限公司董事长、广州市和理信通信息科技有限公司法定代表人。",巨轮智能,董事
,0,,0,[],1,"""5f657e93ade9005a1ecd25cc""",郑栩栩,"郑栩栩,男,47岁,大学本科,高级工程师,巨轮智能装备股份有限公司生产部经理,副总经理,现任巨轮智能装备股份有限公司第六届董事会副董事长、总裁;巨轮股份国际控股有限公司董事、巨轮股份(中国香港)国际控股有限公司董事、OPS-IngersollHoldingGmbh董事、广州巨轮机器人与智能制造研究院法定代表人、巨轮(广州)智能装备有限公司法定代表人。",巨轮智能,总裁
,0,律师,1,[],,"""5f657e79ade9005a1ecd1faf""",万勇,"万勇先生,中国籍,无境外永久居留权,1973年4月出生,博士研究生,律师、注册会计师,现任山东威达机械股份有限公司独立董事。万勇先生2001年7月至2002年8月供职于厦门市资本运营顾问有限公司,任上市顾问;2001年7月至2002年8月供职于深圳证券交易所中小企业板公司监管部,任副总监;2013年9月至2019年供职于新时代证券股份有限公司,历任副总经理、常务副总经理;此外,曾任中国证监会第十二届、第十三届主板发审委专职委员,深圳证券交易所第五届上市委委员等职务。目前,除担任山东威达机械股份有限公司独立董事职务外,自2019年1月至今兼任山东威达机械股份有限公司独立董事,2018年9月至今兼任宁波梅山保税港区沅启投资管理有限公司经理及执行董事等职务。",山东威达,独立董事
,0,律师,4,"[""律师事务所""]",,"""5f657e8eade9005a1ecd24dc""",苏文荣,"苏文荣先生,1964年生,中国国籍,汉族,九三学社社员,毕业于中山大学,硕士研究生学位。1985年获广东医科大学临床医学学士学位,1991年取得中山大学医学硕士学位,2005年取得法律职业资格证书。2004年至2007年,在广东中信协诚律师事务所担任律师,2007年5月至今,任广东踔厉律师事务所律师。",达安基因,独立董事
"法学,法学院",4,,0,[],,"""5f657e75ade9005a1ecd1e59""",史际春,"史际春先生:1952年3月出生,中共党员,法学博士,教授,博士生导师。曾任中国人民大学法学院副教授、教授、博士生导师。现任中国人民大学教授、《法学家》主编兼社长、中国经济法学研究会副会长,安徽大学讲席教授,贵州航天电器股份有限公司独立董事,鹏华基金管理有限公司独立董事。",航天电器,独立董事
,0,,0,[],1,"""5f657e93ade9005a1ecd25d9""",吴豪,"吴豪,男,42岁,硕士研究生,高级工程师、经济师、一级注册建造师。巨轮智能装备股份有限公司投资发展部项目经理、股东代表监事、副总经理(证券总监),现任巨轮智能装备股份有限公司董事、副总裁、董事会秘书;巨轮股份国际控股有限公司董事、巨轮股份(中国香港)国际控股有限公司董事、巨轮(广州)机器人与智能制造有限公司法定代表人、巨轮中德机器人智能制造有限公司法定代表人、巨轮(天津)投资控股有限公司董事、广东钜欧云控科技有限公司法定代表人。",巨轮智能,董事会秘书
"法学院,法学",2,法务,1,[],,"""5f657e8bade9005a1ecd23d8""",陈平,"陈平,女,汉族,现年39岁,2003年7月毕业于复旦大学法学院,法学学士。拥有法律职业资格、上市公司董事会秘书资格。历任厦门东方伟业投资有限公司总裁助理,福建七匹狼实业股份有限公司高级法务专员、证券部经理、证券事务代表、经营内控部高级经理,华尚投资有限责任公司副总经理等职。现任福建七匹狼实业股份有限公司副总经理、董事会秘书,兼任福建七匹狼集团财务有限公司董事,第六届厦门仲裁委员会仲裁员。",七 匹 狼,"董事会秘书,副总经理"
,0,,0,[],1,"""5f657e8fade9005a1ecd2506""",黄亮,"黄亮:男,出生于1980年12月,湖北武汉人,汉族,高级会计师,中南财经政法大学管理学硕士学位,研究生学历。曾任中山大学财务与国资管理处国有资产管理办公室科长,现任广州中大控股有限公司总会计师,深圳市中大产学研孵化基地有限公司法定代表人、董事长,广州中山大学出版社有限公司监事会主席,中山大学达安基因股份有限公司监事。",达安基因,监事
法学,1,律师,2,[],,"""5f657e8aade9005a1ecd2398""",刘晓海,"刘晓海,男,汉族,1956年生,中国国籍,无永久境外居留权,法学博士。中国知识产权法研究会常务理事、中国科技法研究会常务理事。1996年至1998年在德国马克斯-普朗克学会从事墨尼黑知识产权法、竞争法和税法研究所商业秘密法研究,现为同济大学上海国际知识产权学院教授,博士生导师,国浩律师(上海)事务所律师,公司第四届董事会独立董事,厦门松霖科技股份有限公司独立董事,福建七匹狼实业股份有限公司独立董事。",七 匹 狼,独立董事
,0,法务,1,"[""法务部""]",,"""5f657e97ade9005a1ecd273b""",张俊法,"张俊法先生:中国国籍,1977年生,毕业于西北工业大学。张俊法先生现任浙江苏泊尔股份有限公司工会主席兼公司玉环基地行政部经理,历任于公司保卫科、法务部、办公室等。",苏 泊 尔,职工监事
"法博士,法学院",2,法律顾问,2,[],,"""5f657e97ade9005a1ecd2731""",PhilippeSUMEIRE,Philippe SUMEIRE先生：公司监事，1987年获得私法博士学位，毕业于Aix-en-Provence法学院国际私法系，27年工作经验，23年担任法律部总裁以及总法律顾问职位。现任SEB集团法律副总裁，曾就职于PEUGEOT S.A.和ATOCHEM等一些大型上市工业集团的国际部，历任CLUB MED、GIAT INDUSTRIES、  MOULINEX S.A.总法律顾问和董事会秘书。,苏 泊 尔,监事会主席
,0,律师,4,"[""律师事务所"",""律师协会""]",,"""5f657e9eade9005a1ecd28a4""",盘莉红,"盘莉红女士,1969年出生,1992年毕业于西南政法大学,法律研究生学历,第三届重庆市十佳女律师、2017年度最佳商业交易(非诉讼)律师。现任重庆坤源衡泰律师事务所合伙人;重庆仲裁委员会仲裁员;重庆律师协会资本市场与证券专业委员会副主任;重庆正川医药包装材料股份有限公司独立董事。",丽江股份,独立董事
,0,律师,4,"[""律师事务所""]",,"""5f657ea3ade9005a1ecd29d9""",郝志宏,"郝志宏,男,中国国籍,1978年10月出生,硕士研究生学历,拥有中国法律职业资格。历任北京市环球律师事务所律师、英国诺顿罗氏律师事务所北京代表处律师、浙江旺能环保股份有限公司并购经理。现任浙江旺能环保有限公司董事会办公室主任、监事。",旺能环境,监事
法律专业,1,律师,11,"[""律师事务所"",""律师协会"",""检察院""]",,"""5f657e93ade9005a1ecd2603""",郑璟华,"郑璟华,男,51岁,大学本科,专职执业律师、经济师。曾任广东潮之荣律师事务所律师、广东广成律师事务所律师、广东粤威律师事务所主任、广东省律师协会维权工作委员会委员,汕头市律师协会公司法律专业委员会主任。现任广东天武律师事务所主任。自2006年12月至今兼任汕头市政协委员,现兼任农工党汕头市委会委员、汕头市人民检察院人民监督员、汕头仲裁委员会仲裁员、汕头市新的社会阶层联合会常务理事。2011年被汕头市司法局、市律师协会评为“汕头市优秀律师”。2003年4月参加由中国证券业协会和清华大学经济管理学院共同举办的上市公司独立董事培训班学习,取得独立董事资格证书。",巨轮智能,独立董事
,0,,0,[],1,"""5f657ea3ade9005a1ecd296f""",王学庚,"王学庚:男,中国国籍,1979年生,汉族,本科学历,拥有中国法律职业资格、董事会秘书资格证书。历任美欣达集团有限公司总经理助理;旺能环境副总经理、总经理、董事会秘书;现任旺能环境股份有限公司董事长、法定代表人;美欣达智汇环境科技有限公司董事。",旺能环境,"董事长,董事"
法律硕士,1,律师,3,"[""律师协会""]",,"""5f657ea3ade9005a1ecd29c3""",曹悦,"曹悦先生:1969年7月出生,中国籍、无永久境外居留权,华东政法大学法律硕士,中共党员,律师。历任浙江省政府联络办公室法制处工作人员、浙江省司法厅党委机要秘书;现任浙江省律师协会副秘书长、浙江律师进修学院监事、中国上市公司协会独立董事委员会委员、浙江德宏汽车电子电器股份有限公司、旺能环境股份有限公司、万邦德医药控股集团股份有限公司独立董事。曹悦先生已取得上市公司独立董事任职资格证书。",旺能环境,独立董事
,0,律师,5,"[""律师事务所""]",,"""5f657f16ade9005a1ecd3f06""",崔若彤,"崔若彤:女,中国国籍,1986年12月生,硕士研究生,律师。2011年8月至2014年5月,任北京市高朋律师事务所律师,2014年6月至今为北京市汉衡律师事务所律师。2019年9月起任紫光国芯微电子股份有限公司独立董事。已取得中国证监会认可的独立董事资格证书。",紫光国微,独立董事
"法学,法学院",4,律师,2,"[""律师事务所""]",,"""5f657f0fade9005a1ecd3d65""",黄亚英,"黄亚英先生:1962年出生,中国国籍,无境外永久居留权,吉林大学法学专业学士,中国政法大学法学硕士,中共党员。1988年至2003年曾任职于西北政法大学,先后担任讲师、副教授、教授。2003年9月至今任职深圳大学教授,其中2006年至2009年担任深圳大学法学院副院长,2009年7月至2019年担任深圳大学法学院院长,深圳大学学位评定委员会委员。现任大族激光科技产业集团股份有限公司独立董事,深圳市通产丽星股份有限公司独立董事,方大集团股份有限公司独立董事,深圳大学教授,广东北源律师事务所兼职律师。",宝鹰股份,独立董事
,0,律师,3,"[""律师事务所""]",,"""5f657ed2ade9005a1ecd2f71""",张建,"张建,男,1959年出生,本科学历。历任贵州省第一联合律师事务所主任助理;贵阳市经济律师事务所副主任;现任贵州辅正律师事务所主任,贵阳仲裁委员会仲裁员,贵州久联民爆器材发展股份有限公司第五届董事会独立董事。",保利联合,独立董事
法学,1,,0,"[""法院"",""检察院""]",,"""5f657f0fade9005a1ecd3d3a""",于泳波,"于泳波先生:1971年出生,中国国籍,无境外永久居留权,法学硕士研究生,中共党员。曾任深圳市龙岗区人民法院民庭书记员、正科级审判员兼机关服务中心主任,深圳市龙岗区平湖街道党工委委员、执法队队长,深圳市龙岗区委(府)办副主任、区信访局局长,深圳市龙岗区龙城街道党工委副书记、维稳综治办主任,深圳市龙岗区社会工作委员会副主任(正处),深圳市龙岗区政协办公室主任、区四届政协委员、常委。现任深圳市宝鹰建设控股集团股份有限公司董事、副总经理,深圳市宝鹰建设集团股份有限公司董事、总裁,深圳市人民检察院人民监督员,深圳市龙岗区政协提案工作学会会长,龙岗区新的社会阶层人士联合会常务副会长。",宝鹰股份,副总经理
,0,法务,2,"[""法务部""]",,"""5f657ef6ade9005a1ecd3790""",冯伟平,"冯伟平先生,男,1975年12月出生,籍贯浙江德清,毕业于浙江广播电视大学,2015年进入德华集团控股股份有限公司,担任法务部副经理,从事公司风险控制管理工作。2017年2月调入德华兔宝宝装饰新材股份有限公司,担任法务部经理至今。",兔 宝 宝,职工监事
,0,法律顾问,1,[],,"""5f657ee0ade9005a1ecd31e4""",罗涛,"罗涛先生:51岁,研究生学历,高级会计师。历任贵州盘县发电厂财务科主任会计师,贵州乌江水电开发有限责任公司财务处副处长、处长,贵州乌江水电开发有限责任公司(中国华电集团公司贵州公司)副总经理、总会计师、总法律顾问,贵州黔源电力股份有限公司监事,贵州黔源电力股份有限公司常务副总经理、财务负责人。现任贵州黔源电力股份有限公司总经理。",黔源电力,总经理
"法学,国际法,法硕士",4,律师,3,"[""法院"",""律师事务所""]",,"""5f657eefade9005a1ecd3618""",陈卫滨,"陈卫滨先生:男,中国国籍,1974年10月10日出生。1996年毕业于中山大学法律系,获法学学士学位;2003年获北京大学国际法硕士学位;2004年获中国香港大学普通法硕士学位。曾任深圳市中级人民法院商事审判庭审判长、北京市中伦律师事务所深圳分所顾问。现任万商天勤(深圳)律师事务所律师、中国国际经济贸易仲裁委员会仲裁员、深圳市福田区人民政府行政复议及规范性文件审查委员会委员。2016年1月至今,任公司独立董事。",华孚时尚,独立董事
法学,1,法律顾问,1,[],,"""5f657f0bade9005a1ecd3c29""",吴天西,"吴天西先生:中国国籍,1963年生,法学学士。历任中国第二砂轮厂法律顾问,郑州白鸽(集团)股份有限公司经济法律科科长、董事会秘书处处长,白鸽集团有限责任公司法律事务处副处长、处长、清欠办主任,白鸽磨料磨具有限公司法律事务部部长。现任国机精工有限公司法律与审计事务部部长。",轴研科技,监事
法学,1,律师,4,"[""律师事务所""]",,"""5f657ee9ade9005a1ecd34c3""",孙爱荣,"孙爱荣女士:中国国籍,汉族,1979年10月出生,法学学士,九三学社社员。历任山东康桥律师事务所律师合伙人、资产规划与传承研究中心负责人,现任山东康桥律师高级合伙人、知识管理委员会主任、山东省老年产业协会副会长、山东民生财富传承研究中心主任、山东省专业标准化技术委员会委员、济南市外商投资企业协会常务理事、被评为全国第二届“敬老爱老助老模范人物”、“山东省省直优秀律师”。",登海种业,独立董事
法学,1,,0,[],,"""5f657ed2ade9005a1ecd2f53""",王丽春,"王丽春,女,1970年出生,法学学士,工商管理硕士,高级会计师。历任贵州久联民爆器材发展股份有限公司证券部兼审计部部长、证券部部长(2004年9月至2013年10月任贵州久联民爆器材发展股份有限公司证券事务代表)。现任贵州久联民爆器材发展股份有限公司董事、董事会秘书。",保利联合,董事会秘书
,0,法务,1,[],,"""5f657f10ade9005a1ecd3dad""",金红英,"金红英女士:1972年出生,中国国籍,无境外永久居留权,研究生学历,新财富第十三届、第十四届金牌董秘。曾任江西省九江职业大学教师,富士康科技公司法务室职员,深圳市兆新能源股份有限公司监事、董事、副总经理、董事会秘书。金红英女士已取得深圳证券交易所颁发的《董事会秘书资格证书》。",宝鹰股份,"董事会秘书,副总经理"
法学,1,,0,[],,"""5f657f26ade9005a1ecd4233""",邵风高,"邵风高,1963年生,中国国籍,无境外永久居留权,中共党员,中国人民大学法学硕士,高级政工师。曾先后担任中国人民大学研究生会主席、中国人民大学校务委员会委员、中华全国学生联合会执行主席、中国人民解放军国际关系学院政治教导员、中国人民解放军总参某部政治部团职干事、中国建设银行总行党委组织部(人力资源部)组织处处长、中国建设银行工会委员会副主席。现任红星美凯龙控股集团执行总裁、苏州红土大数据创业投资有限公司董事、中国科学院大学创新创业导师。",*ST同洲,董事
"法学院,法学",3,,0,[],,"""5f657ef6ade9005a1ecd375b""",苏新建,"苏新建,男,1976年11月生,中共党员。浙江工商大学法学院教师,研究生学历,博士,法学教授,博士生导师。现任浙江工商大学法学院副院长。",兔 宝 宝,独立董事
法学,1,,0,[],,"""5f657ed2ade9005a1ecd2f9c""",姜浩,"姜浩,男,1968年出生,大学本科学历,法学学士学位,经济师。历任中国新时代公司副总经理、中国新时代科技有限公司副总经理、中新国际(中国香港)有限公司副总经理(主持工作)、中国保利集团公司企业发展部主任助理、安全监察部副主任(主持工作)、主任;现任中国保利集团有限公司风险管理中心总监兼法律部部长。",保利联合,监事
法硕士,1,律师,2,"[""律师事务所""]",,"""5f657f03ade9005a1ecd3ace""",魏天慧,"魏天慧女士:中国国籍,1974年生,国际经济法硕士学位,执业律师。2002年7月至今任职于广东信达律师事务所,现任高级合伙人职务;兼任深圳信隆健康产业发展股份有限公司(股票代码:002105)独立董事。",国光电器,独立董事
法专业,1,,0,[],,"""5f657ea7ade9005a1ecd2a9f""",丁云龙,"丁云龙先生:中国国籍,1963年出生,中共党员,博士学位。1981.9至1985.7就读于哈尔滨工业大学金属材料与工程系获得学士学位,1985.9至1988.7就读于哈尔滨工业大学自然辩证法专业获得硕士学位,1988.7至1990.3山东省德州市人民政府办公室担任市长秘书,1990.3至1999.3德州石油化工总厂担任厂长助理、总经理(负责技术开发管理和人力资源管理等),1999.3至2002.7考入东北大学全日制攻博,2002.6至2004.5哈尔滨工业大学管理科学与工程博士后流动站工作,2002.8至今哈工大学管理学院公共管理系副教授、教授,博士生导师。任哈尔滨市人民政府专家顾问咨询委员会委员、黑龙江省人民代表大会第十一届常委会立法咨询专家,大连海事大学兼职博士生导师,《公共管理学报》副主编,曾任《哈尔滨工业大学学报·社科版》副主编、主编等学术职务。",华帝股份,独立董事
,0,律师,1,"[""法院"",""律师事务所""]",,"""5f657f0aade9005a1ecd3bfa""",刘长华,"刘长华:男,中国籍,中共党员,1954年生,本科学历。曾任北京市海淀区人民法院书记员、助理审判员、审判员、审判委员会委员、经济审判庭庭长兼调解中心主任、执行庭庭长,北京市高级人民法院审判员、督导室副主任。2010年起任北京市高界律师事务所资深顾问。现任兴民智通(集团)股份有限公司独立董事、中国重型机械研究院股份公司独立董事、洛阳轴研科技股份有限公司独立董事、财信国兴地产发展股份有限公司独立董事。",轴研科技,独立董事
,0,,0,[],1,"""5f657ee0ade9005a1ecd3222""",黄成节,"黄成节先生:39岁,管理学硕士,高级经济师,中共党员。历任重庆乌江实业(集团)有限公司投资发展部业务主办,董事会办公室副主任(主持工作)、主任;成都乌江投资有限公司总经理;重庆乌江实业(集团)股份有限公司投资管理部部长,投资发展部部长,法律事务部部长,总裁助理兼董事会秘书,副总裁兼董事会秘书。现任重庆乌江实业(集团)股份有限公司副总裁兼董事会秘书、党委委员,重庆乌江电力有限公司董事。",黔源电力,董事
,0,法律顾问,1,[],,"""5f657ee1ade9005a1ecd3261""",李正青,"李正青先生:44岁,大学本科,高级会计师。历任贵州华电毕节热电有限公司副总会计师兼财务资产部主任、总会计师,贵州乌江水电开发有限责任公司(中国华电集团公司贵州公司)财务管理部副主任、主任。现任贵州乌江水电开发有限责任公司(中国华电集团公司贵州公司)总会计师、总法律顾问。",黔源电力,监事
,0,法律顾问,1,[],,"""5f657ee1ade9005a1ecd32bb""",史志卫,"史志卫先生:49岁,大学本科,高级会计师。历任四川江油发电厂财务经营部会计、审计部副主任、财务部副主任、财务部主任,华电四川发电有限公司监审部监察审计主管,中国华电集团公司驻济南审计处副处长,中国华电集团有限公司驻成都审计处处长。现任贵州黔源电力股份有限公司财务负责人、总法律顾问。",黔源电力,"财务负责人,总法律顾问"
,0,律师,1,[],,"""5f657effade9005a1ecd39a3""",王辉,"王辉先生:1978年1月出生,中国国籍,无境外永久居留权,大学本科学历,中国注册会计师、注册税务师、律师以及特许金融分析师。现任上海汉森企业管理咨询有限公司合伙人,上海以诺创业投资有限公司董事。曾任职于安达信(上海)企业管理咨询有限公司以及普华永道管理咨询有限公司。",美年健康,独立董事
,0,法务,1,[],,"""5f657f03ade9005a1ecd3a98""",郑崖民,"郑崖民,先生公司董事、副总裁、董事会秘书,负责公司行政、法务、信息以及内审管理、统筹后勤事务;中国籍,1970年生,本科学历,高级会计师,曾任国光电器股份有限公司市场业务员、会计员、财务部经理、财务总监,现兼任国光电器(美国)有限公司董事、广州科苑新型材料有限公司董事、梧州恒声电子科技有限公司董事、梧州国光科技发展有限公司董事、广州安桥国光音响有限公司副董事长、广州锂宝新材料有限公司董事长、广州国光智能电子产业园有限公司董事、广东国光电子有限公司董事。",国光电器,副总裁
,0,律师,4,"[""法院"",""律师事务所""]",,"""5f657f0aade9005a1ecd3bef""",孙振华,"孙振华先生:1983年出生,中国国籍,无境外永久居留权,硕士研究生学历。2006年7月至2010年8月任北京市门头沟区人民法院干部,2010年8月至2012年4月任中冶海外工程有限公司秘书,2012年4月至2017年8月任中冶海外中国香港有限公司董事兼副总经理,2017年8月至2019年5月任北京观韬中茂律师事务所律师,2019年6月至今任天津允公(北京)律师事务所律师。孙振华先生已于2018年参加深圳证券交易所组织的上市公司高级管理人员(独立董事)培训,并取得上市公司高级管理人员培训结业证。孙振华先生具有多年从事法律的工作经验,工作作风细致严谨,适合担任公司独立董事职务。",轴研科技,独立董事
法律硕士,1,法务,1,[],,"""5f657f0fade9005a1ecd3d5a""",黄黎黎,"黄黎黎女士:1990年出生,中国国籍,无境外永久居留权,法律硕士,中级经济师,中共党员。曾任航空城集团资产经营部法务专员、法律业务经理。现任航空城集团资产经营部副总监。",宝鹰股份,董事
,0,,0,[],1,"""5f657f27ade9005a1ecd428c""",袁团柱,"袁团柱先生,1963年生,中国籍,陕西工学院无线电技术学士。1986年至2001年任西北水利科学研究所新技术应用研究室助理工程师;2002年至2004年任双汉科技股份有限公司研发部经理;2004年至2008年任公司对外合作部副经理;2008年8月至2009年12月任可靠性工程中心总监,2009年1月至2011年12月任公司视讯终端产品线副总经理,2012年至今任深圳市同洲电子股份有限公司智能数字家庭事业部副总经理,2013年1月至今任深圳市同洲电子股份有限公司副总经理。2014年7月28日至今任湖北同洲电子有限公司法定代表人;2014年06月11日至今任南通同洲电子有限责任公司法定代表人、总经理。",*ST同洲,副总经理
法律硕士,1,律师,4,"[""律师事务所""]",,"""5f657f4bade9005a1ecd49cc""",杨坤,"杨坤,中国公民,男,50岁,管理学博士、法律硕士,中国律师。历任上海浦东发展银行宁波分行科长、上海市华益律师事务所合伙人、上海市金茂律师事务所合伙人,现任北京市隆安律师事务所上海分所首席合伙人。",威 尔 泰,独立董事
,0,法律顾问,2,[],,"""5f657f57ade9005a1ecd4c20""",陈钧,"陈钧先生,中国国籍,1972年11月出生,大学本科学历,工学学士,工程师,企业法律顾问。曾先后在云南省旅游汽车公司工作、云南省委第三批农村基层组织建设文山州丘北县官寨乡工作队任联络员、云南旅游(集团)有限公司秘书法律处、办公室工作,任主办职员、在云南旅游产业集团有限公司工作,历任董事会秘书、董事会办公室副主任、集团法律顾问、云南世博旅游控股集团有限公司工作,历任董事会办公室副主任、董事会秘书、法律事务室副主任、云南旅游股份有限公司工作,历任副总经理,兼任公司控股子公司云南旅游汽车有限公司总经理、执行董事、公司控股子公司云南世博出租汽车有限公司执行董事,现任云南旅游股份有限公司副总经理,兼任公司控股子公司云南旅游汽车有限公司董事长。",云南旅游,副总经理
,0,法务,3,[],,"""5f657f2bade9005a1ecd435a""",何娟娟,"何娟娟,女,1979年9月生,工商管理硕士,高级会计师。历任云南电力线路器材厂云南电力实业总公司财务部会计主管;云南省电力投资有限公司计划财务部业务主管、财务管理部业务主管;云南四方云电投能源有限公司总会计师;云南省电力投资有限公司财务管理部副经理、财务总监;云南省能源投资集团有限公司财务管理部负责人、财务管理部副总经理(主持工作)、财务管理部总经理、法务审计部总经理、审计评价中心总经理、审计法务风险中心总经理。现任云南省能源投资集团有限公司首席风控官,审计法务风险中心(监事会管理办公室)总经理;云南能源投资股份有限公司监事会主席。",云南能投,监事会主席
法学,1,法律顾问,1,[],,"""5f657f45ade9005a1ecd48d4""",章超,"章超先生,1978年2月出生,中共党员,本科学历,经济师。2003年7月毕业于安徽工业大学法学专业,2003年7月至今就职于中钢集团安徽天源科技股份有限公司,2006年3月担任公司证券投资部负责人、证券事务代表,2007年11月兼任公司综合部负责人,2010年取得企业法律顾问执业资格,2011年4月至今担任公司董事会秘书,2012年5月至2017年9月兼任公司董事,2017年8月起兼任公司副总经理。现任中钢集团安徽天源科技股份有限公司党委委员、副总经理、董事会秘书。",中钢天源,"董事会秘书,副总经理,总法律顾问"
,0,律师,11,"[""律师事务所""]",,"""5f657f3aade9005a1ecd4652""",王子谋,"王子谋先生,1969年3月出生,中国籍,本科学历。历任相模电机(深圳)有限公司律师;广东中圳律师事务所律师;广东深鼎律师事务所律师;北京市众天(深圳)律师事务所律师;广东方典律师事务所合伙人、律师;现任广东君言律师事务所律师。2013年12月起任广东依顿电子科技股份有限公司独立董事。",得润电子,独立董事
法学,1,律师,7,"[""律师事务所""]",,"""5f657f4bade9005a1ecd49d6""",陈燕,"陈燕,中国公民,女,43岁,法学硕士,中国律师。历任上海市通力律师事务所律师助理,上海市新闵律师事务所律师、合伙人;现任上海市锦天城律师事务所律师、高级合伙人,兼任上海国际经济贸易仲裁委员会仲裁员。",威 尔 泰,独立董事
"法专业,法律专业",2,律师,7,"[""律师事务所""]",,"""5f657f27ade9005a1ecd4251""",肖寒梅,"肖寒梅女士,1968年生,中国籍,民主党派,湖南大学经济法专业学士,律师。1996年到1997年任深圳市金三元实业有限公司法律部主任;1997年到2002年任广东信通律师事务所律师、合伙人,2002年到2012年任广东诚公律师事务所律师、合伙人;现任广东诚公律师事务所律师、主任;西安银行股份有限公司监事;深圳仲裁委员会仲裁员。肖寒梅女士为法律专业人士,已取得深圳证券交易所颁发的独立董事资格证书。2013年06月07日至今肖寒梅女士任深圳市同洲电子股份有限公司独立董事。",*ST同洲,独立董事
