name,code,sentence
李阳春,600129,"李阳春,男,1963年出生,中共党员,高级经济师,亚洲(中国澳门)国际公开大学工商管理专业硕士研究生"
沈剑萍,600131,"沈剑萍,女,汉族,1974年1月生,中共党员,大学工学双学士,高级会计师"
李志刚,600132,毕业于马来西亚北方大学工商管理专业
孙辉,600131,"孙辉,男,汉族,1976年3月生,中共党员,大学学士学位,注册会计师,税务师,资产评估师"
龚永德,600132,毕业于英国利物浦大学会计专业
路建波,600135,"路建波,男,生于1965年10月,大学专科学历,经济师,中共党员"
彭波,600155,"彭波:男,1970年12月出生,本科学历,高级政工师,贵州工业大学机械制造工艺及设备专业毕业"
吴炜,600158,现任上海市通力律师事务所合伙人、律师、上海市律师协会教育体育业务研究委员会主任、国际体育仲裁院仲裁员、瑞士仲裁协会会员、交通大学凯原法学院兼职硕导
王宏广,600161,"1995年7月至2000年7月任科技部(原国家科学技术委员会)农村科技司处长,期间赴荷兰瓦根宁根大学合作研究"
付道兴,600161,"付道兴:男,1964年生,中共党员,大学专科学历,高级工程师,高级国际财务管理师"
何彦林,600161,2000年8月至2002年8月就职于甘肃工业大学
黄杰辉,600162,"黄杰辉,1985年生,2011年硕士毕业于英国朴茨茅斯大学商业管理专业,2009年本科毕业于英国朴茨茅斯大学财务与会计双学士专业,专业证书包括PIBApaper1,3,5"
杨小俊,600168,2012年至2013年期间作为访问学者在挪威科技大学从事水处理相关研究
鄢波,600163,"1990年10月参加工作,曾任闽江大学科员,福建投资开发总公司办公秘书科科员、副主任科员、科长(主管、岗位经理),挂职福建省政和县外屯乡稠岭村任党支部第一书记,福建投资开发总公司福清嘉儒风电场项目筹建办副主任,福建投资开发总公司项目副经理外派中闽(福清)风电有限公司副总经理,2008年2月至2015年3月任中闽(福清)风电有限公司副总经理,2015年3月至2016年9月任中闽(连江)风电有限公司总经理,2016年8月30日起至今任中闽能源股份有限公司副总经理"
徐鹏,600177,"曾任浙江省学联第二十届执行主席,中国大学生骨干培养学校第四期学员,历任雅戈尔服装控股有限公司市场推广部经理、宁波区域主管、浙江公司副总经理、雅戈尔品牌总监、市场运营部总经理、新零售事业部总经理、雅戈尔品牌事业部首席执行官、公司监事,现任雅戈尔集团股份有限公司第九届董事会董事,雅戈尔服装控股有限公司董事兼常务副总经理"
李怀奇,600176,1990年8月至1992年3月在美国德克萨斯州农工大学经济学院学习(其间1991年8月至1992年2月曾任中国石油首届国际人才班班长、支部书记)
王均行,600171,"王均行先生,1953年1月出生,大学专科,高级会计师"
何自强,600183,"何自强,男,1965年出生,中国国籍,无永久境外居留权,大学毕业至今在公司任职,广东生益科技股份有限公司财务部会计、副经理、经理,现任生益科技总会计师、信息总监"
李海峰,600186,"李海峰,男,出生于1971年10月,中共党员,大学专科学历"
郑德州,600186,"郑德州,男,汉族,1966年12月出生,中共党员,大学专科学历"
代瑞萍,600191,"1996年7月毕业山东工业大学电气技术专业,本科学历,注册会计师"
苏智强,600195,曾任北京农业工程大学教务主任
李超,600197,"李超:男,党员,大学专科,工程师,现任新疆伊力特实业股份有限公司副总经理"
田大鹏,600202,1995年毕业于哈尔滨科学技术大学工业设计专业
沈臻,600210,"沈臻:男,1982年7月生,美国加利福尼亚大学河滨分校本科毕业,获学士学位,美国南加利福尼亚大学公共管理硕士,现任上海紫江企业集团股份有限公司副董事长、上海紫江(集团)有限公司常务董事、上海紫泰酒店管理有限公司副董事长、上海紫竹高新区(集团)有限公司董事"
檀少雄,600203,"2004年毕业于中国香港公开大学工商管理专业,研究生学历,硕士学位"
李男行,600216,2011年8月至2013年5月在美国塔尔萨大学和史蒂文森理工学院学习
赵俊兴,600216,"赵俊兴先生,1968年生,俄克拉荷马大学化学工程专业毕业,获硕士学位,1994年至1996年任Cbiron公司(诺华)药物分析员,1996年至2002年任拜尔生物制药首席工程师,2002年至2003年任辉瑞制药(法玛西亚)企业质量顾问,2003年至2005年任辉瑞亚太地区验证经理,2005年至2008年任辉瑞制药质量&验证经理,2008年至2013年任赛金药业亚太区运营总监,2013年4月至2015年6月11日任浙江医药股份有限公司副总经理"
张英,600221,"历任北京市机械局职工大学企管系教师,保利大厦计财部经理、总会计师,北京市三元食品有限责任公司董事、副总经理兼财务总监,北京市燃气集团有限责任公司党委常委、董事、副总经理兼财务总监"
刘吉春,600221,"刘吉春,男,汉族,1980年出生,籍贯四川省,毕业于美国城市大学"
周俊生,600227,"周俊生:男,汉族,中共党员,1962年2月出生,工学学士,美国协和大学MBA毕业,高级工程师"
丁林洪,600227,"丁林洪:男,法籍,1965年出生,毕业于法国巴黎大学"
高敏红,600227,"高敏红:女,汉族,1971年10月出生,毕业于贵阳金筑大学文秘专业,大专学历"
尹伦柱,600229,"尹伦柱先生,中国国籍,出生于1961年,大学专科学历,助理会计师职称"
董培毅,600230,"董培毅:男,汉族,1966年3月出生,大学专科学历,高级工程师,中国共产党党员"
钱友京,600230,"钱友京:男,汉族,1960年1月出生,大学专科学历,高级工程师,中国共产党党员"
刘晓婧,600230,大学毕业后就职于沧州大化股份有限公司财务部
刘向阳,600238,"1996年大学毕业后从事大学教学,中央国家机关公务员等工作,2007年加入中国投资有限责任公司,2011年参与组建中投发展有限责任公司,历任董事办会办公室主任,战略与规划部总经理"
刘兴灿,600239,"刘兴灿,男,汉族,1977年8月出生,籍贯云南昆明,中共党员,大学专科,高级工程师(建筑工程),全国一级建造师,全国造价工程师"
谢长升,600241,"谢长升先生,1964年3月出生,大学专科学历,助理国际商务师,曾任辽宁时代集团凤凰制衣有限公司总经理、辽宁时代熊岳制衣有限责任公司总经理"
赖淑婷,600247,"赖淑婷,女,大学专科,1990年出生,大学专科"
罗订坤,600257,"罗订坤,男,汉族,1982年10月出生,加拿大曼尼托巴大学国际经济学学士、中国社科院金融研究所研究生,曾任北京天惠参业股份有限公司总经理助理、中国泛海控股集团投行部经理、上海泓鑫置业有限公司副总经理,2009年至2011年5月任湖南泓鑫控股有限公司总经理,2011年6月至至今任大湖水殖股份有限公司董事长、总经理"
马凤云,600256,"马凤云,女,1955年2月出生,教授,博士生导师,享受国务院政府特殊津贴专家,新疆维吾尔自治区首届企业科技特派员,国家英汉双语教学示范课程和自治区精品课程《化工原理》建设项目主持人,自治区重点产业紧缺人才专业《能源化学工程》建设负责人,在美国Tufts大学化工生物系作访问科学家,主要从事新疆煤质分类与煤炭加氢液化、热解等工艺性质与过程开发研究,近年主持国家科技支撑计划、国家自然基金、自治区科技计划等课题50余项,发表学术论文220余篇,取得科技成果6项,授权国家发明专利12件"
余兵,600249,"余兵,男,1969年生,大学毕业,会计师、注册会计师"
马圣竣,600260,"马圣竣先生,生于1977年,硕士研究生学历,2000年毕业于澳大利亚南克鲁斯大学MBA"
王纪肖,600260,1995年9月-1998年7月陕南航空大学机电系大专毕业
傅仁辉,600267,"曾任荷兰伊拉斯姆斯大学会计系助理教授,美国普度大学会计学领域助理教授,2018年11月至今担任浙江海正药业股份有限公司独立董事"
任晓剑,600269,"任晓剑,男,1957年出生,澳大利亚Latrobe大学工商管理硕士"
张祯颖,600267,"张祯颖:女,1984年4月出生,爱尔兰国立梅努斯大学金融工程硕士,美国注册管理会计师"
周勇,600259,"周勇,男,1967年12月出生,中共党员,大学专科学历,冶金工程师"
朱俊霖,600260,"朱俊霖先生,生于1989年,本科学历,毕业于加拿大曼尼托巴大学(TheUniversityOfManitoba)心理学、经济学专业"
戴瑜瓅,600265,"戴瑜瓅,女,1990年5月出生,英国约克大学金融工程硕士研究生学历"
刘奕斌,600273,"刘奕斌:男,1976年11月生,中国国籍,无境外永久居留权,大学专科学历,国家注册安全工程师"
张连山,600276,"1992年1月至1994年6月在德国蒂宾根大学有机化学研究所工作,任研究助理"
张连山,600276,"1994年7月至1998年2月在美国田纳西州纳什维尔市范德比尔特大学微生物学与免疫学系,任博士后研究员"
陈子雷,600278,"曾任东京国际大学国际交流研究所研究员,上海国际问题研究院助理研究员"
赵顺龙,600280,代表专著《企业组织资本形成研究》、主编教材《战略管理》、合作专著有《大学外部经济关系》
陆鹏,600289,"陆鹏先生:1972年出生,中国人民解放军火箭军工程大学指挥自动化专业本科及计算机软件专业硕士研究生,工学硕士学位"
王学明,600288,"王学明,男,汉族,浙江省广播电视大学大专学历,中国国籍,曾任宁波浙东集团企业管理办主任,财务管理部部长"
李君,600291,"李君,男,1971年2月出生,中共党员,大学专科学历,1991年8月参加工作,曾任乌海市农牧林水局办公室副主任,乌海市水务局办公室主任,乌海市房屋产权交易中心主任"
苗文政,600291,"苗文政,男,1963年12月出生,中共党员,大学专科学历"
王理,600292,"王理:男,1967年1月出生,中共党员,大学专科学历,经济师"
徐乐雁,600290,"徐乐雁(LEYANXU)男,生于1974年12月8日,美籍华人,美国南卡罗来纳大学电气工程硕士,工程技术专家,现任华仪电气股份有限公司总工程师兼技术研究院院长"
吴丽娟,600291,"吴丽娟,女,1970年5月出生,大学专科学历,会计师"
王智,600292,"王智:男,1968年7月出生,中共党员,材料学博士、博导,大学教授"
GerardDeman,600299,"历任阿尔及尔大学有机化学老师,罗纳普朗克公司制造部主任、基础化学品公司社会发展部经理、里昂三丰有机硅工厂经理、有机硅亚太区(中国香港)总经理,法国罗地亚公司副总裁(负责生产),安迪苏集团首席运营官,安迪苏集团首席执行官等职"
刘颖斐,600298,"2012年,澳大利亚麦考瑞大学访问学者"
熊军,600293,"熊军,男,1975年10月出生,大学专科学历"
丁远,600299,"丁先生于2000年5月毕业于法国波尔多第四大学企业管理学院,获管理学哲学博士学位"
周小溪,600301,"周小溪,男,1959年2月出生,中共党员,大学工学学士学历,二级引航员"
于雪冬,600313,"于雪冬女士,生于1971年12月,中共党员,无境外永久居留权,毕业于哈尔滨建筑大学会计学专业,会计师,高级国际财务管理师"
张万斌,600309,"1993年10月公派获得日本政府奖学金赴日本大阪大学留学,并于1997年3月获得工学博士学位"
张万斌,600309,1997年4月至2001年5月在大阪大学担任助理教授
王天也,600312,"王天也,男,1958年出生,澳大利亚麦格理大学应用金融学硕士"
周良洪,600305,1984年被选送到重庆市酿造职业大学学习
刘博学,600309,"刘博学博士自1983年7月大学毕业后分配到齐鲁石油化工设计院从事化工工艺及安装设计工作,先后参加了6万吨/年苯乙烯装置、独山子乙烯等多套石化装置的设计工作,先后组织实施了齐鲁45万吨/年乙烯技术改造工程、齐鲁炼油改扩建工程、齐鲁72万吨/年乙烯技术改造工程、万华化学(宁波)股份有限公司二期工程、万华化学烟台工业园等重大工程建设项目"
温德成,600319,1992年7月-2000年8月任山东工业大学助教、讲师
陆卫东,600319,"陆卫东:男,汉族,1962年10月出生,中共党员,大学毕业,高级工程师"
格桑罗布,600326,"格桑罗布,男,藏族,西藏日喀则人,1976年3月出生,1997年7月参加工作,中共党员,大学专科学历"
汤建军,600325,历任珠海市香洲区唐家镇镇长、镇人大主席、镇委书记、珠海市大学园区工作委员会副主任、珠海市政府副秘书长、佛山市政府副秘书长、佛山市南海区委常委、组织部长、区编委办主任、人才办主任、佛山市委副秘书长、珠海市国资委正处级干部
边连仲,600326,"边连仲,男,汉族,1953年6月出生,中共党员,大学专科"
扎西尼玛,600326,"扎西尼玛,男,藏族,西藏拉萨人,1974年11月出生,1994年8月参加工作,中共党员,大学专科学历,高级工程师"
刘泳全,600323,"刘泳全,男,1966年出生,南海广播电视大学计算机专业大专毕业,政工师"
杨弋,600326,"杨弋,男,汉族,1963年10月出生,中共党员,大学专科,高级工程师"
潘正强,600330,"潘正强,男,1987年3月出生,汉族,籍贯中国海宁,日本千叶工业大学管理学硕士,上海市嘉兴商会青年企业家联合发展委员会副会长"
刘育彬,600329,"刘育彬,男,1956年5月出生,新加坡籍,1980年毕业于新加坡南洋大学会计学系,1983年获得新加坡注册会计师资格(CPA),1992年获得注册信息系统审计师资格(CISA),1998年获得注册诈骗案审计师资格(CFE),2006年获得英国资深特许注册会计师资格(FCCA),2013年获得新加坡资深特许注册会计师资格(FCAS),新加坡董事学会认证的会员,通晓汉语、粤语和英语"
龚里,600330,"1991年9月至1994年9月,Erlangen大学电子器件研究所从事科研和教学工作"
程金元,600332,"程先生于1991年12月参加工作,曾先后担任国防大学干休所出纳员"
王士卿,600338,"河北省邯郸地区武安市人,毕业于青岛冶金矿山职工大学采矿专业,釆矿工程师、人力资源经济师、注册安全工程师"
侯冰,600337,"侯冰先生:汉族,大学专科学历"
赵晶,600337,"赵晶女士:汉族,大学专科学历,历任美克国际家居用品股份有限公司工厂工艺员、新品开发主管、企划部主任、零售事业部商品采购与展示部经理、家具制造事业部副总经理,现任美克国际家居用品股份有限公司营销开发中心总裁"
程海泉,600343,"程海泉,男,1964年1月出生,汉族,中共党员,大学专科,高级工程师"
任随安,600343,"任随安,男,1963年11月出生,汉族,中共党员,大学专科,会计师"
何俊佳,600353,1999年10月至2001年9月在日本名古屋大学工学部松村研究室开展博士后研究
康建,600350,"康建,男,1970年5月出生,大学学士,经济师"
钱学仁,600356,"2003年11月至2004年10月期间,受国家公派在加拿大新布朗斯维克大学作访问教授和博士后研究工作"
郭月梅,600355,"郭月梅女士,1965年11月出生,澳大利亚莫纳什大学税法博士,高级会计师,澳大利亚注册会计师"
梁青,600362,"梁青,男,大学毕业.现任中国五矿集团中国香港控股有限公司董事兼副总经理,具有十年以上的国际贸易经验.梁青先生获委任为银建国际控股集团有限公司(原名为银建国际实业有限公司)独立非执行董事，从2014年2月28日起生效"
孟祥春,600365,"孟祥春先生,1972年出生,汉族,大学专科学历,注册会计师"
周异助,600368,"1998年8月至2002年1月任广西区发展计划委员会外经处、能源处主任科员(其间:2000年7月至2001年8月在美国纽黑文大学公共行政管理专业就读在职研究生,获管理学硕士学位)"
羊明银,600375,"羊明银:男,汉族,1968年5月出生,大学专科学历,中共党员,经济师"
彭金花,600380,"彭金花:女,1962年生,大学专科毕业"
彭金花,600380,"曾任核工业部国营二七二厂资料员及其职工医院会计、衡阳市广播电视大学教师、深圳市新时代工业城实业有限公司财务经理,于1994年3月进入健康元药业集团股份有限公司历任财务主管、计财部经理、财务部经理,现任健康元药业集团股份有限公司总裁助理"
宗毅,600375,"宗毅,男,汉族,1969年9月出生,大学专科学历,中共党员"
汤凌志,600380,"汤凌志先生,男,1976年生,中国国籍,大学专科学历,中级会计师"
郑甘澍,600388,"1993年4月至1995年3月,就读于日本国立滋贺大学"
郑甘澍,600388,"1995年4月至1999年3月,就读于日本大阪市立大学"
黄勤,600391,"曾是英国利物浦大学城市规划系访问学者,长期从事区域经济与城市发展、产业融合与创新等方面的研究"
陈爱虹,600383,"研究生学历,会计师,威尔士大学MBA"
钟健如,600382,"钟健如:男,1974年出生,1997年毕业于嘉应大学金融系,中共党员,1997年9月始服务于广东明珠集团股份有限公司,历任广东明珠集团股份有限公司证券投资部管理员、财务部会计、主办会计、主管、副经理、经理、财务结算中心总经理助理、财务结算中心副总经理,第五届、第六届、第七届董事会董事、董事会秘书、财务总监等职,曾荣获“兴宁市十大杰出青年”称号"
朱家道,600395,2000.05-2004.08贵州盘江煤电集团有限公司土城矿采煤二区代理区长、区长(期间:2002.09-2004.07参加贵州工业大学工商管理专科学习)
李非,600393,"1998年至2000年,担任日本国立教大学兼职讲师"
晏定明,600395,"晏定明,男,回族,1963年11月生,贵州安龙人,1982年8月参加工作,大学专科学历,1987年7月毕业于六盘水市委党校党政管理专业(原中专学历,1982年8月毕业于贵州财政学校企业财务专业),1985年1月加入中国共产党,高级经济师,现任盘江精煤股份有限公司审计考核部主任"
张文森,600422,"1997年7月毕业于云南工业大学包装工程专业,1997年9月至2000年12月在昆明制药(现昆药集团)原料药分厂植物药车间生产线操作员,期间担任过分厂团支部书记"
汪芳,600425,"汪芳女士:女,汉族,1973年6月出生,1992年5月参加工作,1999年11月加入中国共产党,大学经济管理学历,高级会计师职称"
胥翠芬,600459,"主要经历:1989.09—1993.07石油大学(华东)管理工程专业学习,获学士学位"
王进,600438,"王进,男,1966年生,美国EMORY大学经济学博士,教授"
王进,600438,曾任职、兼职于EMORY大学、乔治亚学院、乔治亚州公共事务厅、联邦储备银行等机构
余驰,600466,"余驰先生,韩国国际法律经营大学院硕士研究生学历,注册执业律师"
田新霖,600496,"田新霖:中国国籍,无境外永久居留权,大学专科学历"
俞大海,600500,"俞大海:男,德国籍华人,1961年出生,毕业于德国汉堡大学化学系,获得博士学位"
陶伟,600478,"陶伟:1958年生,美国国籍,美国奥克兰大学博士学历"
陈维扬,600482,1983.06-1986.07山东广播电视大学企业管理专业学习(脱产)
姚鹏,600490,英国谢菲尔德哈雷姆大学商务管理专业本科毕业
李明锋,600493,英国纽卡斯尔大学工商管理和市场营销专业本科毕业
方二,600496,"方二先生:中国国籍,美国永久居民,美国密苏里大学工商管理博士"
胡晓华,600461,"历任美国密苏里大学哥伦比亚分校计算化学博士后研究员,美国孟菲斯大学计算化学博士后研究员,美国AutoZoneInc.数据分析商业分析师,美国MerkleInc.大数据分析与市场营销经理,中国MerkleInc.大数据分析与市场营销高级总监,现任腾讯科技(上海)有限公司大数据分析与市场营销总监"
张华民,600482,日本九州大学材料科学与技术专业博士生毕业
段雍,600438,"段雍:男,1974年生,中国香港岭南大学MBA、硕士"
刘文富,600491,2004年至2014年任上海开放大学教务处处长、国际交流学院院长
郑文静,600439,"郑文静:女,中国籍,1985年生,本科学历,2007年6月毕业于KeeleUniversity(英国基尔大学)法律与商务管理专业"
缪文彬,600481,"2001-2003年,美国西雅图城市大学金融管理专业,获金融MBA"
潘立贤,600478,"潘立贤:男,1987年5月出生,美国罗切斯特大学硕士"
李智明,600511,"李智明先生:出生于1962年11月,中共党员,大学专科学历,高级经济师、主管药师"
李辉,600511,"李辉先生:出生于1969年12月,大学专科,助理会计师"
周建平,600513,其中1991~1992年在日本近畿大学药学部访问学者
吴粒,600516,1987年至1990年在本溪大学任教
马焕洲,600518,"马焕洲先生,1966年10月出生,汉族,大学毕业,现担任现任第六届监事会监事、公司财务管理部总经理助理"
林金桐,600522,1985年9月至1990年6月任南安普顿大学(英)访问学者/博士研究生
李敏,600521,"李敏,男,美国国籍,1962年出生,美国约翰霍普金斯大学化学博士学历"
丁远,600545,"Ding Yuan(丁远)先生,法国国籍,法国波尔多第四大学企业管理学院管理学哲学博士学位"
刘昕,600535,"Xin Liu(刘昕)女士:1968年2月23日出生,拥有德国科隆大学的分子生物学学士及硕士学位并兼修工商管理学"
刘昕,600536,"刘昕,女,中国国籍,1973年8月出生,硕士研究生,毕业于英国哈勃亚当斯大学学院国际商务管理专业,政工师、高级企业信息管理师"
成荣,600545,曾任英格索兰安防事业部亚太区人力资源总监、英格索兰工业技术事业部南亚高级人力资源经理、英格索兰全球薪酬激励委员会委员、英格索兰大学大师培训师和江苏金昇实业股份有限公司副总裁
吕俊,600533,1987年毕业于江苏广播电视大学
CarstenVoigtlaender,600545,"Carsten Voigtlaender先生,德国籍,德国布伦瑞克工业大学机械工程硕士、机械工程博士学位"
CarstenVoigtlaender,600545,曾在德国威能集团、欧瑞康纺织有限公司、纽马格有限公司、德国布伦瑞克工业大学热力学研究所等单位担任董事长、首席执行官、首席技术官、研究助理等职务
StefanKross,600545,"Stefan Kross先生,德国籍,亚琛工业大学机械工程学位(工程硕士),现任卓郎集团决策委员会委员,曾任福克曼GmbH&Co.KG首席运营官、赐来福AG董事会成员、苏拉GmbH&Co.KG纺纱解决方案首席技术官、欧瑞康巴马格事业部首席执行官、欧瑞康人造纤维事业部首席执行官、欧瑞康执行委员会委员"
盛意平,600545,大学毕业后至今在卓郎(常州)纺织机械有限公司工作
GuidoSpix,600545,"Guido Spix先生,德国国籍,亚琛工业大学机械工程学位(工程硕士)"
吉田谕史,600549,"吉田谕史,男,1965年7月出生,1989年3月名古屋大学经济学部毕业,1989年4月入职住友电气工业株式会社,1994年6月至2001年1月住友电气工业株式会社财会部门任职,2001年10月就任S.E,IThaiHoldingCo.,LTD总裁,历任住友电气工业株式会社财务部,税务、财务管理组主席,住友电气工业株式会社财务部,税务财务管理组组长,住友电气工业株式会社财务部税务部部长,2020年3月就任联合材料株式会社支配人"
蔡曙光,600548,"蔡曙光先生,1955年生,拥有高级工程师专业职称,澳大利亚巴拉瑞特大学工商管理硕士,在项目策划与企业管理方面拥有丰富经验及广泛知识"
孙策,600548,"1965年出生,拥有高级工程师专业职称,西安公路交通大学公路桥梁专业硕士"
叶俊,600548,"叶俊女士,1974年出生,拥有高级会计师专业职称,西安公路交通大学财务会计专业学士学位,具有丰富的财务管理和审计经验"
徐志坚,600562,"徐志坚,男,1964年3月出生,中国国籍,研究生学历,博士学位,大学教授"
范径武,600570,"范先生自大学毕业后进入恒生工作,从事金融IT工作多年,恒生电子股份有限公司证券事业部副总经理,公司研发中心总经理,公司技术总监,目前担任公司副总裁"
李利剑,600569,参加河南省委组织部在英国诺森堡大学举办的“河南省首期企业管理人员培训班”
张晓东,600570,"张晓东先生,1968年出生,亚洲城市大学MBA研究生"
沈银珍,600555,"沈银珍,女,1958年1月出生,美国杜鲁大学MBA,高级会计师、注册会计师、审计师"
汪继锋,600571,"汪继锋先生,1964年出生,1986年毕业于广播电视大学"
晋工,600579,"晋工,男,汉族,1966年11月出生,中共党员,博士研究生、博士学位,日本国名古屋大学能源研究中心博士后研究员兼任讲师、德国莱比锡大学物理化学研究所博士后研究员、美国陶氏化学公司技术经理、美国康宁公司全球技术战略经理、中国化工集团有限公司副总工程师兼任科技部主任、中国化工集团有限公司副总工程师兼任规划发展部主任,现任中国化工集团有限公司副总工程师兼任规划发展部主任、中国化工装备有限公司董事长党委书记、中国化工装备环球控股(中国香港)有限公司董事"
王中杰,600576,"王中杰:男,中国国籍,1991年出生,英国兰卡斯特大学金融学士学位,英国伦敦政治经济学院管理科学硕士学位,具备上海证券交易所董事会秘书资格、证券从业资格、基金从业资格,具有中国证监会颁发的上市公司高级管理人员培训证书"
武秋林,600578,"武秋林,男,1964年8月出生,大学专科学历"
李晓新,600575,2011年7月-2011年8月加拿大里贾纳大学交流
高关中,600580,"高关中,男,1958年出生,博士,毕业于德国柏林工业大学"
柯秋璧,600585,"柯先生毕业于武汉工业大学采矿工程专业,本科学历"
吴宏鲲,600584,"吴宏鲲,男,1979年11月出生,中国国籍,加拿大劳瑞尔大学(Wilfrid Laurier University)商业经济学硕士"
徐良辉,600584,"徐良辉,女,1962年出生,中国台湾,国立政治大学法学本科毕业,取得美国德州南卫理公会大学(SouthernMethodistUniversity)法学硕士,并通过美国纽约州律师执业资格考试"
赖志明,600584,"赖志明,男,1959 年出生,中国台湾台北县人,1980 年毕业于中国台湾华夏大学化工专业,主管品质管理及工程技术.曾在美商OmniVision 科技有限公司、三合微科股份有限公司、美商上海凯虹(DiodesIns.)电子有限公司、华瑞股份有限公司、正音电器股份有限公司等公司工作,担任生产企划、人事、财务、业务、设备维护等部门经理.2000 年至2003 年担任公司常务副总经理.现任江阴长电先进封装有限公司总经理."
王耕,600594,韩国成均馆大学外籍教授和特聘教授
易崇勤,600594,曾作为德国柏林自由大学BenjaminFranklin医学中心药理与毒理研究所访问学者
陈琛,600593,"陈琛先生,1980年出生,中国国籍,日本东京和光大学学士学位,立教大学大学院商业设计研究科商业服务管理MBA,2007年至2010年任职于株式会社野岛营业科长"
魏玉平,600599,"魏玉平:男,1980 年10 月出生,大学毕业.先后在广州市攀达国际集团有限公司浏阳办事处、湖南浏阳花炮股份有限公司业务十二部从事调运与财务工作、熊猫烟花集团股份有限公司职工监事.现任本公司职工监事."
吴粒,600609,1987年至1990年在本溪大学任教
倪建达,600611,"倪建达,男,1963年10月出生,硕士研究生学历,获澳大利亚LATROBE大学MBA,曾任上海徐汇房地产经营有限公司总经理,上海城开集团副总经理,中国华源集团公司房地产部总经理,上海城开集团有限公司总裁,上海实业控股有限公司执行董事、副行政总裁"
陈信康,600628,"陈信康,男,1952年出生,大学教授"
黄小路,600629,"黄小路,男,1960年10月出生,汉族,籍贯广东潮阳,全日制大学毕业,工学学士"
叶东,600628,"叶东:男,1971年3月出生,大学"
许瑞斌,600617,"许瑞斌,男,大学专科学历,物流师"
叶茂菁,600620,"叶茂菁,男,1971年出生,大学学士、澳大利亚籍"
潘露,600620,"潘露女1978年2月出生,奥克兰大学(TheUniversityofAuckland)法学硕士,新西兰持牌律师"
蔡佩民,600626,"蔡佩民,男,1962年6月出生,民建会员,汉族,大学专科学历,高级会计师"
齐茵,600633,"齐茵女士,中国国籍,无境外居留权,出生于1963年2月,大学专科学历"
沈向洋,600637,"沈向洋先生,中国香港,1966年10月出生,卡内基梅隆大学计算机学院机器人专业博士学位"
傅爱玲,600633,"傅爱玲女士,中国国籍,无境外居留权,出生于1965年1月,大学专科学历,高级会计师职称"
傅爱玲,600633,"1986年8月至1992年9月任浙江日报社财务科会计(其间1988年9月-1991年7月在杭州电子工学院工业会计专业学习,获大学专科学历)"
杨影,600634,"杨影,男,中国国籍,1971年出生,大学专科,中共党员,曾任浙江证券上海营业部任职办公室主任、天一证券总裁办任职、元合基金任职、金信证券总裁办任职、上海和诚投资有限公司任职、上海中技企业集团有限公司任职"
黄晋,600637,"黄晋先生,中国国籍,1961年7月生,1980年9月参加工作,中共党员,大学专科学历,EMBA学位"
林双庆,600644,"林双庆,男,汉族,1967年12月生,四川自贡人,中共党员,1988年12月参加工作,成都科技大学电气技术专业毕业,硕士研究生,高级工程师"
曹晖,600660,"曹晖先生于2005年12月从美国贝克大学(BakerCollege)获得工商管理硕士学位,于2012年12月经福建省公务员局、福建省人力资源开发办公室批准获得高级经济师资格"
杨景岗,600644,"杨景岗,男,汉族,1969年7月生,四川成都人,1991年7月参加工作,中共党员,高级工程师,1991年7月成都科技大学电力系统及其自动化专业毕业,获工学学士学位"
刘京,600660,刘京先生现任中国社会工作联合会副会长兼秘书长、《公益时报》社社长、国家开放大学社会工作学院院长
刘京,600660,刘京先生于1985年7月毕业于北京广播电视大学中文专业
谢忠信,600654,"谢忠信,男,1955年出生,中国国籍,无境外永久居留权,美国斯坦瑞大学MBA学历"
何世猛,600660,何世猛先生于2001年6月毕业于中国海军工程大学的管理工程专业(大学专科)
刘波,600668,"曾任金华广播电视大学教师、学生处副处长、党委校长办公室主任、副校长,金华市通济国有资产投资有限公司副总经理"
丛亚东,600667,"丛亚东:男,1949年8月出生,中国国籍,1975年大学毕业,1995年至1998年,在职研究生毕业,高级工程师职称"
吉泽升,600666,"中国热处理学会理事,中国塑性加工学会理事,国家材料热处理标准化委员会委员,黑龙江省热处理学会副理事长,黑龙江省工业炉学会副理事长,日本金属学会外籍会员,2004年东京大学高级访问学者,材料研究与应用省高校重点实验室主任"
耿敏,600671,"南京金陵职工大学毕业,无境外长期居留权"
刘宇,600665,"刘宇,男,1974年生,中共党员,大学毕业,高级工程师"
王延君,600666,"王延君,男,中国国籍,汉族,哈尔滨科学技术大学毕业"
时玉舫,600682,2001年至2008年在美国新泽西医科大学-罗伯特·伍德·约翰逊医学院被聘为终身教授并授予UniversityProfessor
梁明煅,600686,"(1995年1999年期间先后考取注册会计师、注册资产评估师,注册房地产估价师,注册土地估价师执业资格),厦门市大学资产评估有限公司总经理、董事长"
陈宏军,600688,"陈宏军先生1993年毕业于成都科技大学染整工程专业,取得工学学士学位,1996年毕业于四川联合大学化学纤维专业,取得工学硕士学位"
解正林,600688,"解先生1989年8月毕业于中国社科院研究生院商业经济专业,取得经济学硕士学位,2007年5月取得美国休斯敦大学工商管理硕士学位"
刘人怀,600685,上海工业大学副校长、经济管理学院首任院长、预测咨询研究所所长、上海应用数学和力学研究所教授、博士生导师
孙爱丽,600687,"曾任开放大学讲师,上海中侨学院会计系主任、副教授"
陈仲,600695,"陈仲(英文名ChrisChan),男,1979年1月出生,加拿大国籍,具有中国永久居留权,英国萨里大学金融管理学硕士研究生学历"
