_id,code,stockName,market,ipoDate,__v,actualController,actualControllerSharePercentage,companyName,employeeAmount,englishName,foundedDate,goPublicDate,industry,location,mainBusiness,phone,province,registeredCapital,updatedAt,website,actualControllerType,subIndustry,stockCode,guoBiaoIndustry,guoBiaoIndustryCode,guoBiaoSubIndustry,guoBiaoSubIndustryCode,CCPMember
"""5f4adead2018c1179b9dd3ca""",600115,东方航空,上海主板,878688000000,0,国务院国有资产监督管理委员会,49.80%,中国东方航空股份有限公司,80624,China Eastern Airlines Corporation Limited,1995-04-14,1997-11-05,交通运输 — 航空运输Ⅱ,上海市闵行区虹翔三路36号,国内和经批准的国际、地区航空客、货、邮、行李运输业务及延伸服务。,86-021-22330920;86-021-22330930,上海市,163.8亿元,1608513627257,www.ceair.com,国资委,航空运输Ⅱ,600115.SH,交通运输、仓储和邮政业,G,航空运输业,56,13
"""5f4adead2018c1179b9dd3cb""",600116,三峡水利,上海主板,870652800000,0,国务院国有资产监督管理委员会,12.07%,重庆三峡水利电力(集团)股份有限公司,1807,"Chongqing Three Gorges Water Conservancy And Electric Power Co.,Ltd.",1994-04-28,1997-08-04,公用事业 — 电力,"重庆市渝北区金开大道99号升伟晶石公元11栋,重庆市万州区高笋塘85号",发电、供电、勘察设计安装、节水安装销售以及蒸汽销售。,86-023-63801161,重庆市,19.12亿元,1608513634819,www.cqsxsl.com,国资委,电力,600116.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,7
"""5f4adead2018c1179b9dd3cc""",600117,西宁特钢,上海主板,876873600000,0,青海省政府国有资产监督管理委员会,10.35%,西宁特殊钢股份有限公司,3965,"Xining Special Steel Co.,Ltd",1997-10-08,1997-10-15,钢铁 — 钢铁,青海省西宁市城北区柴达木西路52号,特殊钢的冶炼和金属压延加工业务,86-0971-5299673;86-0971-5299186,青海省,10.45亿元,1608513640002,www.xntg.com,地方国资委,钢铁,600117.SH,制造业,C,黑色金属冶炼及压延加工业,31,19
"""5f4adead2018c1179b9dd3cd""",600118,中国卫星,上海主板,873676800000,0,国务院国有资产监督管理委员会,--,中国东方红卫星股份有限公司,4194,"China Spacesat Co.,Ltd.",1997-08-21,1997-09-08,国防军工 — 航天装备,北京市海淀区中关村南大街31号神舟科技大厦12层,卫星研制和卫星应用,86-010-68118118,北京市,11.82亿元,1608513645646,www.spacesat.com.cn,国资委,航天装备,600118.SH,制造业,C,计算机、通信和其他电子设备制造业,39,11
"""5f4adead2018c1179b9dd3ce""",600119,ST长投,上海主板,884822400000,0,上海市国有资产监督管理委员会,16.67%,长发集团长江投资实业股份有限公司,529,"Y.U.D.Yangtze River Investment Industry Co.,Ltd.",1997-11-28,1998-01-15,交通运输 — 物流Ⅱ,上海市静安区永和路118弄35号,现代物流、气象科技和其他产业投资,86-021-66601817;86-021-66601819,上海市,3.07亿元,1608513650714,www.cjtz.cn,地方国资委,物流Ⅱ,600119.SH,交通运输、仓储和邮政业,G,道路运输业,54,13
"""5f4adead2018c1179b9dd3cf""",600120,浙江东方,上海主板,880934400000,0,浙江省人民政府国有资产监督管理委员会,43.54%,浙江东方金融控股集团股份有限公司,1543,"Zhejiang Orient Financial Holdings Group Co.,Ltd.",1994-10-26,1997-12-01,非银金融 — 多元金融,浙江省杭州市江干区香樟街39号国贸金融大厦,各项金融业务和商贸业务,86-0571-87600383,浙江省,22.28亿元,1608513655541,www.zjorient.com,地方国资委,多元金融,600120.SH,金融业,J,其他金融业,69,17
"""5f4adead2018c1179b9dd3d0""",600121,郑州煤电,上海主板,884131200000,0,河南省人民政府国有资产监督管理委员会,40.02%,郑州煤电股份有限公司,14368,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",1997-11-13,1998-01-07,采掘 — 煤炭开采Ⅱ,河南省郑州市中原区中原西路66号,煤炭生产与销售、发电及输变电，兼营煤炭电力相关物资和设备的采购和销售等业务。,86-0371-87785116;86-0371-87785121,河南省,12.18亿元,1608513661378,www.zzce.com.cn,地方国资委,煤炭开采Ⅱ,600121.SH,采矿业,B,煤炭开采和洗选业,6,14
"""5f4adead2018c1179b9dd3d1""",600122,*ST宏图,上海主板,893030400000,0,袁亚非,20.91%,江苏宏图高科技股份有限公司,925,"Jiangsu Hongtu High Technology Co.,Ltd.",1998-04-17,1998-04-20,商业贸易 — 专业零售,江苏省南京市雨花台区软件大道68号,计算机(软硬件)、打印机、网络设备、系统工程集成、通信设备、电缆及激光视听类产品的开发、生产和销售,86-025-83274692;86-025-83274780,江苏省,11.58亿元,1608513665684,www.hiteker.com.cn,个人,专业零售,600122.SH,电力、热力、燃气及水的生产和供应业,D,零售业,52,0
"""5f4adead2018c1179b9dd3d2""",600123,兰花科创,上海主板,913852800000,0,晋城市国有资产管理委员会,25.60%,山西兰花科技创业股份有限公司,18642,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",1998-12-08,1998-12-17,采掘 — 煤炭开采Ⅱ,山西省晋城市城区凤台东街2288号兰花科技大厦,煤炭、化肥、建筑材料的生产和销售,86-0356-2189656,山西省,11.42亿元,1608513675934,www.chinalanhua.com,地方国资委,煤炭开采Ⅱ,600123.SH,采矿业,B,煤炭开采和洗选业,6,27
"""5f4adead2018c1179b9dd3d3""",600125,铁龙物流,上海主板,894844800000,0,中国国家铁路集团有限公司,30.01%,中铁铁龙集装箱物流股份有限公司,2187,"China Railway Tielong Container Logistics Co.,Ltd",1993-02-16,1998-05-11,交通运输 — 铁路运输Ⅱ,辽宁省大连市中山区新安街1号,铁路特种集装箱业务、铁路货运及临港物流业务、铁路客运业务、委托加工贸易业务、房地产业务、其它业务,86-0411-82810881,辽宁省,13.06亿元,1608513682078,www.chinacrt.com,中央国有企业,铁路运输Ⅱ,600125.SH,交通运输、仓储和邮政业,G,铁路运输业,53,10
"""5f4adead2018c1179b9dd3d4""",600126,杭钢股份,上海主板,889574400000,0,浙江省人民政府国有资产监督管理委员会,40.71%,杭州钢铁股份有限公司,3830,"Hang Zhou Iron & Steel Co.,Ltd.",1998-02-25,1998-03-11,钢铁 — 钢铁,浙江省杭州市拱墅区半山路178号,钢铁及其压延产品的生产和销售,86-0571-88132917,浙江省,33.77亿元,1608513691211,www.hzsteel.com,地方国资委,钢铁,600126.SH,制造业,C,黑色金属冶炼及压延加工业,31,5
"""5f4adead2018c1179b9dd3d5""",600127,金健米业,上海主板,894412800000,0,长沙市人民政府国有资产监督管理委员会,11.31%,金健米业股份有限公司,1325,"Jinjian Cereals Industry Co.,Ltd.",1998-04-27,1998-05-06,农林牧渔 — 农产品加工,湖南省常德市武陵区常德经济技术开发区德山办事处莲池居委会崇德路158号,优质粮油、新型健康食品和药品开发、生产、销售,86-0736-2588288;86-0736-2588216,湖南省,6.42亿元,1608513697006,www.jjmy.cn,地方国资委,农产品加工,600127.SH,制造业,C,农副食品加工业,13,13
"""5f4adead2018c1179b9dd3d6""",600128,弘业股份,上海主板,873072000000,0,江苏省人民政府国有资产监督管理委员会,25.83%,江苏弘业股份有限公司,2564,Jiangsu Holly Corporation,1994-06-30,1997-09-01,商业贸易 — 贸易Ⅱ,江苏省南京市秦淮区中华路50号弘业大厦,贸易、文化和投资,86-025-52262530,江苏省,2.47亿元,1608513701903,www.artall.com.cn,地方国资委,贸易Ⅱ,600128.SH,电力、热力、燃气及水的生产和供应业,D,批发业,51,11
"""5f4adead2018c1179b9dd3d7""",600129,太极集团,上海主板,879811200000,0,重庆市涪陵区国有资产监督管理委员会,35.54%,重庆太极实业(集团)股份有限公司,13292,"Chongqing Taiji Industry(Group) Co.,Ltd",1979-11-26,1997-11-18,医药生物 — 中药Ⅱ,重庆市渝北区恒山东路18号,中、西成药的生产和销售,86-023-89886129,重庆市,5.57亿元,1608513707009,www.taiji.com,地方国资委,中药Ⅱ,600129.SH,制造业,C,医药制造业,27,22
"""5f4adead2018c1179b9dd3d8""",600130,波导股份,上海主板,962841600000,0,徐立华,14.76%,宁波波导股份有限公司,391,"Ningbo Bird Co.,Ltd.",1995-07-27,2000-07-06,通信 — 通信设备,浙江省宁波市奉化区大成东路999号,手机和主板的研发、生产和销售，机动车定位器、人脸识别及实名认证装置等智能设备业务。,86-0574-88918855,浙江省,7.68亿元,1608513714170,www.chinabird.com,个人,通信设备,600130.SH,制造业,C,计算机、通信和其他电子设备制造业,39,2
"""5f4adead2018c1179b9dd3d9""",600131,国网信通,上海主板,891475200000,0,国务院国有资产监督管理委员会,48.85%,国网信息通信股份有限公司,1814,"State Grid Information&Telecommunication Co.,Ltd.",1993-12-31,1998-04-02,计算机 — 计算机应用,四川省成都市武侯区益州大道中段1800号天府软件园G区3栋10楼,云网基础设施、云平台、云应用及相关企业运营支撑服务业务。,86-028-68122730,四川省,11.95亿元,1608513720131,www.sgitc.com,国资委,计算机应用,600131.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,18
"""5f4adead2018c1179b9dd3da""",600132,重庆啤酒,上海主板,878169600000,0,CARLSBERGFOUNDATION,18.18%,重庆啤酒股份有限公司,2533,"Chongqing Brewery Co.,Ltd.",1993-12-20,1997-10-30,食品饮料 — 饮料制造,重庆市九龙坡区马王乡龙泉村1号,啤酒产品的制造与销售业务,86-023-89139399,重庆市,4.84亿元,1608513724275,www.chongqingbeer.com,境外,饮料制造,600132.SH,制造业,C,酒、饮料和精制茶制造业,15,0
"""5f4adead2018c1179b9dd3db""",600133,东湖高新,上海主板,887241600000,0,湖北省人民政府国有资产监督管理委员会,7.22%,武汉东湖高新集团股份有限公司,2487,"Wuhan East Lake High Technology Group Co.,Ltd.",1993-03-19,1998-02-12,建筑装饰 — 基础建设,湖北省武汉市洪山区东湖开发区佳园路1号东湖高新大楼,工程建设、科技园区与环保科技三大业务板块,86-027-87172038,湖北省,7.95亿元,1608513730904,www.elht.com,地方国资委,基础建设,600133.SH,电力、热力、燃气及水的生产和供应业,D,土木工程建筑业,48,9
"""5f4adead2018c1179b9dd3dc""",600135,乐凯胶片,上海主板,885427200000,0,国务院国有资产监督管理委员会,45.68%,乐凯胶片股份有限公司,2588,Lucky Film Company Limited,1998-01-16,1998-01-22,医药生物 — 医疗器械Ⅱ,河北省保定市竞秀区新市区乐凯南大街6号,从事银盐影像材料、光伏材料的生产与销售,86-0312-7922692,河北省,5.53亿元,1608513736994,gufen.luckyfilm.com.cn,国资委,医疗器械Ⅱ,600135.SH,制造业,C,化学原料及化学制品制造业,26,15
"""5f4adead2018c1179b9dd3dd""",600136,当代文体,上海主板,888883200000,0,艾路明,7.97%,武汉当代明诚文化体育集团股份有限公司,449,"Wuhan Ddmc Culture & Sports Co.,Ltd.",1992-10-30,1998-03-03,传媒 — 文化传媒,湖北省武汉市武昌区中南路99号保利大厦A座33楼,影视传媒业务及体育业务,86-027-87115482,湖北省,5.85亿元,1608513741786,www.ddmcgroup.cn,个人,文化传媒,600136.SH,文化、体育和娱乐业,R,广播、电视、电影和影视录音制作业,86,0
"""5f4adead2018c1179b9dd3de""",600137,浪莎股份,上海主板,892684800000,0,翁荣金、翁关荣、翁荣弟,14.23、14.23、14.23%,四川浪莎控股股份有限公司,340,Sichuan Langsha Holding Ltd.,1996-12-26,1998-04-16,纺织服装 — 服装家纺,四川省宜宾市翠屏区外南街63号,针织品内衣的生产与销售。,86-0831-8216216,四川省,9721.76万元,1608513747255,www.langshastock.com,个人,服装家纺,600137.SH,制造业,C,纺织服装、服饰业,18,5
"""5f4adead2018c1179b9dd3df""",600138,中青旅,上海主板,881107200000,0,中华人民共和国国务院,13.88%,中青旅控股股份有限公司,9761,"China Cyts Tours Holding Co.,Ltd.",1997-11-25,1997-12-03,休闲服务 — 旅游综合Ⅱ,北京市东城区东直门南大街5号中青旅大厦,从事旅游、景区经营、酒店经营管理及IT产品销售及服务等业务,86-010-58158717;86-010-58158702,北京市,7.24亿元,1608513753982,www.aoyou.com,中央国家机关,旅游综合Ⅱ,600138.SH,租赁和商务服务业,L,商务服务业,72,12
"""5f4adead2018c1179b9dd3e0""",600139,西部资源,上海主板,888364800000,0,石学松,--,四川西部资源控股股份有限公司,84,"Sichuan Western Resources Holding Co.,Ltd",1997-12-02,1998-02-25,综合 — 综合Ⅱ,四川省成都市锦江区工业开发区毕升路256号中加国际16层,有色金属采选业务、新能源汽车业务,86-028-85917855,四川省,6.62亿元,1608513758173,www.scxbzy.com,个人,综合Ⅱ,600139.SH,金融业,J,货币金融服务,66,0
"""5f4adead2018c1179b9dd3e1""",600141,兴发集团,上海主板,929491200000,0,兴山县人民政府国有资产监督管理局,21.51%,湖北兴发化工集团股份有限公司,11328,"Hubei Xingfa Chemicals Group Co.,Ltd",1994-08-17,1999-06-16,化工 — 化学制品,湖北省宜昌市西陵区高新区发展大道62号悦和大厦26楼,磷矿石开采及销售，磷化工产品及其他化工产品的生产和销售。,86-0717-6760939,湖北省,11.19亿元,1608513768768,www.xingfagroup.com,地方政府,化学制品,600141.SH,制造业,C,化学原料及化学制品制造业,26,17
"""5f4adead2018c1179b9dd3e2""",600143,金发科技,上海主板,1087948800000,0,袁志敏,19.83%,金发科技股份有限公司,6565,"Kingfa Sci. & Tech. Co.,Ltd.",1993-05-26,2004-06-23,化工 — 塑料Ⅱ,广东省广州市天河区高新技术产业开发区科学城科丰路33号,化工新材料的研发、生产和销售,86-020-66818881,广东省,25.74亿元,1608513773292,www.kingfa.com,个人,塑料Ⅱ,600143.SH,制造业,C,橡胶和塑料制品业,29,3
"""5f4adead2018c1179b9dd3e3""",600145,*ST新亿,上海主板,938044800000,0,黄伟,10.33%,新疆亿路万源实业投资控股股份有限公司,14,"Xinjiang Yilu Wangyuan Idustrial Investment Hold Ing Co.,Ltd",1998-09-28,1999-09-23,商业贸易 — 贸易Ⅱ,新疆维吾尔自治区塔城地区塔城市巴克图路六和广场辽塔赣商大厦,从事实业投资、矿业投资业务(不得从事金融业务)等,86-0901-6291128,新疆维吾尔自治区,14.91亿元,1608513776850,--,个人,贸易Ⅱ,600145.SH,制造业,C,非金属矿物制品业,30,0
"""5f4adead2018c1179b9dd3e4""",600146,*ST环球,上海主板,931305600000,0,杨军,13.59%,商赢环球股份有限公司,673,"Shangying Global Co.,Ltd",1999-06-29,1999-07-07,纺织服装 — 服装家纺,上海市徐汇区徐虹中路8号3楼,服装类产品的生产销售,86-021-66223666;86-021-66223666-8103,宁夏回族自治区,4.7亿元,1608513779984,www.600146.net,个人,服装家纺,600146.SH,制造业,C,纺织服装、服饰业,18,4
"""5f4adead2018c1179b9dd3e5""",600148,长春一东,上海主板,895622400000,0,国务院国有资产监督管理委员会,32.07%,长春一东离合器股份有限公司,729,"Changchun Yidong Clutch Co.,Ltd",1998-05-07,1998-05-20,汽车 — 汽车零部件,吉林省长春市朝阳区超然街2555号,主要从事汽车离合器及液压举升机构等汽车零部件的研发、生产与销售。,86-0431-85158575;86-0431-85158570,吉林省,1.42亿元,1608513783551,www.ccyd.com.cn,国资委,汽车零部件,600148.SH,制造业,C,汽车制造业,36,15
"""5f4adead2018c1179b9dd3e6""",600149,ST坊展,上海主板,939859200000,0,廊坊市自然资源和规划局,15.30%,廊坊发展股份有限公司,128,"Langfang Development Co.,Ltd.",1993-08-17,1999-10-14,综合 — 综合Ⅱ,河北省廊坊市广阳区永丰道3号廊坊发展大厦B座22层,供热业务；钢材贸易和房产租赁,86-0316-2766166,河北省,3.8亿元,1608513786857,--,地方政府,综合Ⅱ,600149.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,4
"""5f4adead2018c1179b9dd3e7""",600150,中国船舶,上海主板,895622400000,0,国务院国有资产监督管理委员会,45.51%,中国船舶工业股份有限公司,7670,China Cssc Holdings Limited,1998-05-12,1998-05-20,国防军工 — 船舶制造,上海市浦东新区浦东大道1号15A层,大型造船、修船、海洋工程、动力及机电设备等业务,86-021-68860618,上海市,44.72亿元,1608513790860,csscholdings.cssc.net.cn,国资委,船舶制造,600150.SH,制造业,C,铁路、船舶、航空航天和其它运输设备制造业,37,20
"""5f4adead2018c1179b9dd3e8""",600151,航天机电,上海主板,897004800000,0,国务院国有资产监督管理委员会,5.48%,上海航天汽车机电股份有限公司,2532,"Shanghai Aerospaceautomobile Electromechanical Co.,Ltd.",1998-05-28,1998-06-05,汽车 — 汽车零部件,上海市浦东新区漕溪路222号航天大厦南楼,从事汽车零部件、太阳能光伏产品、复合材料及其产品生产和销售。,86-021-64827176,上海市,14.34亿元,1608513796725,www.ht-saae.com,国资委,汽车零部件,600151.SH,制造业,C,计算机、通信和其他电子设备制造业,39,4
"""5f4adead2018c1179b9dd3e9""",600152,维科技术,上海主板,897350400000,0,何承命,13.23%,维科技术股份有限公司,2412,"Veken Technology.,Ltd.",1993-07-28,1998-06-09,电子 — 其他电子,浙江省宁波市海曙区柳汀街225号月湖金贸大厦20楼,能源业务和纺织业务,86-0574-87341480,浙江省,4.21亿元,1608513801128,www.veken-tech.com,个人,其他电子,600152.SH,制造业,C,电气机械及器材制造业,38,4
"""5f4adead2018c1179b9dd3ea""",600153,建发股份,上海主板,897955200000,0,厦门市国有资产监督管理委员会,47.85%,厦门建发股份有限公司,18540,Xiamen C&D Inc.,1998-06-10,1998-06-16,交通运输 — 物流Ⅱ,福建省厦门市思明区环岛东路1699号建发国际大厦29层,供应链运营及房地产开发,86-0592-2132319,福建省,28.64亿元,1608513805865,www.chinacnd.com,地方国资委,物流Ⅱ,600153.SH,电力、热力、燃气及水的生产和供应业,D,批发业,51,12
"""5f4adead2018c1179b9dd3eb""",600155,华创阳安,上海主板,906076800000,0,,,华创阳安股份有限公司,2831,"Polaris Bay Group Co.,Ltd.",1998-07-21,1998-09-18,非银金融 — 证券,"河北省保定市竞秀区新市区高新区隆兴中路177号,北京市西城区锦什坊街26号楼3层301-2","管材、型材生产销售,证券服务业务",86-010-66500840,北京市,17.4亿元,1608513809064,--,无实际控制人,证券,600155.SH,金融业,J,资本市场服务,67,6
"""5f4adead2018c1179b9dd3ec""",600156,华升股份,上海主板,896227200000,0,湖南省人民政府国有资产监督管理委员会,40.31%,湖南华升股份有限公司,1749,"Hunan Huasheng Co.,Ltd",1998-05-19,1998-05-27,纺织服装 — 纺织制造,湖南省长沙市天心区芙蓉中路三段420号华升大厦,纺织生产与销售、外贸出口与代理。,86-0731-85237818,湖南省,4.02亿元,1608513812068,--,地方国资委,纺织制造,600156.SH,制造业,C,纺织业,17,9
"""5f4adead2018c1179b9dd3ed""",600157,永泰能源,上海主板,895017600000,0,王广西,31.43%,永泰能源股份有限公司,8651,"Wintime Energy Co.,Ltd.",1989-04-30,1998-05-13,采掘 — 煤炭开采Ⅱ,山西省太原市小店区亲贤北街9号双喜广场26、27楼,电力业务和煤炭业务,86-0351-8366670;86-0351-8366507,山西省,124.26亿元,1608513815691,www.wtecl.com,个人,煤炭开采Ⅱ,600157.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,15
"""5f4adead2018c1179b9dd3ee""",600158,中体产业,上海主板,890956800000,0,国家体育总局,27.83%,中体产业集团股份有限公司,878,"China Sports Industry Group Co.,Ltd",1998-03-13,1998-03-27,房地产 — 房地产开发Ⅱ,北京市朝阳区朝外大街225号,复合型城市体育地产开发、赛事管理与运营、体育场馆运营管理、休闲健身、体育经纪、体育彩票、体育设施涉设计及建设。,86-010-85160816;86-010-85160955,天津市,9.6亿元,1608513820443,www.csig158.com,中央国家机关,房地产开发Ⅱ,600158.SH,房地产业,K,房地产业,70,15
"""5f4adead2018c1179b9dd3ef""",600159,大龙地产,上海主板,896140800000,0,北京市顺义区国有资产监督管理委员会,47.70%,北京市大龙伟业房地产开发股份有限公司,345,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",1998-05-08,1998-05-26,房地产 — 房地产开发Ⅱ,北京市顺义区府前东街甲2号,房地产开发和建筑工程施工,86-010-69446339,北京市,8.3亿元,1608513827472,www.dldc.com.cn,地方国资委,房地产开发Ⅱ,600159.SH,房地产业,K,房地产业,70,8
"""5f4adead2018c1179b9dd3f0""",600160,巨化股份,上海主板,898819200000,0,浙江省人民政府国有资产监督管理委员会,49.42%,浙江巨化股份有限公司,6936,"Zhejiang Juhua Co.,Ltd",1998-06-17,1998-06-26,化工 — 化学制品,浙江省衢州市柯城区,从事氟化工原料及后续产品、基本化工原料、化肥和农药的生产与销售等。,86-0570-3091758;86-0570-3091704,浙江省,27亿元,1608513831358,www.jhgf.com.cn,地方国资委,化学制品,600160.SH,制造业,C,化学原料及化学制品制造业,26,5
"""5f4adead2018c1179b9dd3f1""",600161,天坛生物,上海主板,897955200000,0,国务院国有资产监督管理委员会,47.64%,北京天坛生物制品股份有限公司,3415,Beijing Tiantan Biological Products Corporation Limited,1998-06-09,1998-06-16,医药生物 — 生物制品Ⅱ,北京市朝阳区双桥路乙2号院A座一层,血液制品的研发、生产和销售。,86-010-65434018,北京市,12.54亿元,1608513836474,www.tiantanbio.com,国资委,生物制品Ⅱ,600161.SH,制造业,C,医药制造业,27,15
"""5f4adead2018c1179b9dd3f2""",600162,香江控股,上海主板,897350400000,0,刘志强、翟美卿,32.51、31.11%,深圳香江控股股份有限公司,3798,"Shenzhen Heungkong Holding Co.,Ltd",1994-01-30,1998-06-09,房地产 — 房地产开发Ⅱ,广东省广州市番禺区番禺大道锦绣香江花园香江控股办公楼,以商贸流通运营为主，其他类项目开发业务为辅,86-020-34821006,广东省,33.96亿元,1608513840950,www.hkhc.com.cn,个人,房地产开发Ⅱ,600162.SH,房地产业,K,房地产业,70,1
"""5f4adead2018c1179b9dd3f3""",600163,中闽能源,上海主板,896745600000,0,福建省人民政府国有资产监督管理委员会,68.76%,中闽能源股份有限公司,306,"Zhongmin Energy Co.,Ltd.",1998-05-26,1998-06-02,公用事业 — 电力,福建省福州市鼓楼区五四路210号国际大厦二十二层,电力生产与销售,86-0591-87868796,福建省,16.89亿元,1608513844344,www.zhongminenergy.com,地方国资委,电力,600163.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,5
"""5f4adead2018c1179b9dd3f4""",600165,新日恒力,上海主板,896400000000,0,虞建明,28.32%,宁夏新日恒力钢丝绳股份有限公司,360,"Ningxia Xinri Hengli Steel Wire Rope Co.,Ltd",1998-05-14,1998-05-29,化工 — 化学制品,宁夏回族自治区银川市金凤区黄河东路888-1号恒泰商务大厦18层,活性炭制品生产和销售、干细胞制备和存储、贸易等业务，月桂二酸生产和销售业务。,86-0951-6898221,宁夏回族自治区,6.85亿元,1608513847649,www.xinrihengli.com,个人,化学制品,600165.SH,制造业,C,化学原料及化学制品制造业,26,4
"""5f4adead2018c1179b9dd3f5""",600166,福田汽车,上海主板,896745600000,0,北京市人民政府国有资产监督管理委员会,31.97%,北汽福田汽车股份有限公司,22767,"Beiqi Foton Motor Co.,Ltd.",1996-08-28,1998-06-02,汽车 — 汽车整车,北京市昌平区沙河镇沙阳路老牛湾村北,制造、销售汽车、模具、冲压件等,86-010-80716459,北京市,65.75亿元,1608513861632,www.foton.com.cn,地方国资委,汽车整车,600166.SH,制造业,C,汽车制造业,36,21
"""5f4adead2018c1179b9dd3f6""",600167,联美控股,上海主板,917481600000,0,苏壮强、苏冠荣、苏素玉、苏武雄、苏壮奇,39.79、13.60、10.60、2.61、1.20%,联美量子股份有限公司,3193,"Luenmei Quantum Co.,Ltd",1999-01-25,1999-01-28,公用事业 — 电力,辽宁省沈阳市苏家屯区浑南新区远航中路1号,供热、供水、房屋租赁、市政建设、工程施工、物业管理、节能环保供热,86-024-23784835,辽宁省,22.88亿元,1608513866637,--,个人,电力,600167.SH,电力、热力、燃气及水的生产和供应业,D,电力、热力生产和供应业,44,0
"""5f4adead2018c1179b9dd3f7""",600168,武汉控股,上海主板,893635200000,0,武汉市人民政府国有资产监督管理委员会,40.18%,武汉三镇实业控股股份有限公司,1043,"Wuhan Sanzhen Industry Holding Co.,Ltd",1998-04-17,1998-04-27,公用事业 — 水务Ⅱ,湖北省武汉市武昌区中北路263号武汉控股大厦,污水处理、自来水生产和供应、隧道运营,86-027-85725739,湖北省,7.1亿元,1608513869783,www.600168.com.cn,地方国资委,水务Ⅱ,600168.SH,电力、热力、燃气及水的生产和供应业,D,水的生产和供应业,46,8
"""5f4adead2018c1179b9dd3f8""",600169,太原重工,上海主板,904867200000,0,山西省人民政府国有资产监督管理委员会,26.07%,太原重工股份有限公司,6990,"Taiyuan Heavy Industry Co.,Ltd.",1998-07-06,1998-09-04,机械设备 — 专用设备,山西省太原市万柏林区玉河街53号,主营轨道交通设备、起重设备、风力发电设备、挖掘设备、海洋工程装备、焦炉设备、齿轮传动、轧钢设备、锻压设备、煤化工设备、工程机械、港口机械、油膜轴承、铸锻件等产品及工程项目的总承包，产品广泛应用于冶金、矿山、能源、交通、海工、航天、化工、铁路、造船、环保等行业。,86-0351-6361155,山西省,25.64亿元,1608513874321,www.tyhi.com.cn,地方国资委,专用设备,600169.SH,制造业,C,专用设备制造业,35,8
"""5f4adead2018c1179b9dd3f9""",600170,上海建工,上海主板,898560000000,0,上海市国有资产监督管理委员会,53.08%,上海建工集团股份有限公司,42762,"Shanghai Construction Group Co.,Ltd.",,,建筑装饰 — 房屋建设,上海市浦东新区东大名路666号,建筑、承包、施工、设计、咨询服务、建筑工业、房产开发、城市建设投资,86-021-35100838;86-021-35318170,上海市,89.04亿元,1608513937028,www.scg.com.cn,地方国资委,房屋建设,600170.SH,电力、热力、燃气及水的生产和供应业,D,土木工程建筑业,48,13
"""5f4adead2018c1179b9dd3fa""",600171,上海贝岭,上海主板,906595200000,0,国务院国有资产监督管理委员会,25.31%,上海贝岭股份有限公司,309,"Shanghai Belling Corp., Ltd.",1988-09-10,1998-09-24,电子 — 半导体,上海市徐汇区宜山路810号,集成电路设计,86-021-24261157,上海市,7.04亿元,1608513941437,www.belling.com.cn,国资委,半导体,600171.SH,制造业,C,计算机、通信和其他电子设备制造业,39,2
"""5f4adead2018c1179b9dd3fb""",600172,黄河旋风,上海主板,912038400000,0,乔秋生,16.79%,河南黄河旋风股份有限公司,2760,"Henan Huanghe Whirlwind Co.,Ltd",1998-11-03,1998-11-26,机械设备 — 通用机械,河南省许昌市长葛市人民路200号,粉末、超硬复合材料的生产与销售,86-0374-6108986,河南省,14.42亿元,1608513945004,www.hhxf.com,个人,通用机械,600172.SH,制造业,C,非金属矿物制品业,30,7
"""5f4adead2018c1179b9dd3fc""",600173,卧龙地产,上海主板,924134400000,0,"陈建成,陈嫣妮",35.62%,卧龙地产集团股份有限公司,166,"Wolong Real Estate Group Co.,Ltd.",1993-07-17,1999-04-15,房地产 — 房地产开发Ⅱ,浙江省绍兴市上虞区人民西路1801号,房地产业务的开发与销售,86-0575-82177017;86-0575-89289212,浙江省,7.01亿元,1608513948918,www.wolong-re.com,个人,房地产开发Ⅱ,600173.SH,房地产业,K,房地产业,70,3
"""5f4adead2018c1179b9dd3fd""",600176,中国巨石,上海主板,924739200000,0,国务院国有资产监督管理委员会,11.21%,中国巨石股份有限公司,11395,"China Jushi Co.,Ltd",1999-04-16,1999-04-22,化工 — 化学制品,浙江省嘉兴市桐乡市梧桐街道文华南路669号,玻璃纤维及其制品的生产和销售；建筑材料销售；新材料的技术开发、技术服务。,86-0573-88181888,浙江省,35.02亿元,1608513962040,www.jushi.com,国资委,化学制品,600176.SH,制造业,C,非金属矿物制品业,30,8
"""5f4adead2018c1179b9dd3fe""",600177,雅戈尔,上海主板,911433600000,0,李如成,36.19%,雅戈尔集团股份有限公司,22022,"Youngor Group Co.,Ltd",1993-03-30,1998-11-19,纺织服装 — 服装家纺,浙江省宁波市鄞州区鄞县大道西段2号,品牌服装、地产开发和投资业务,86-0574-56198177,浙江省,46.29亿元,1608513969713,www.youngor.com,个人,服装家纺,600177.SH,制造业,C,纺织服装、服饰业,18,1
